kind,members,method,fold_year,num_days,mean_return,cumulative_return,sharpe,ic,rank_ic
single,timemixer,single,2018,242,0.0011818799816895218,-0.6573977929869788,0.16899021675545817,-0.0030439684249140703,-0.02604631750760917
single,patchtst,single,2019,243,0.025965267201348553,-0.9222755485662749,0.9825816116928091,0.010566771920364013,-0.024315810814740595
single,timemixer,single,2019,243,0.025378136795925984,-0.761055531110258,1.0016009043015583,0.0035578611850757983,-0.0313851199413064
single,patchtst,single,2020,242,0.049436598540814766,8.539552894453804,1.128848850996745,0.003253044011999356,-0.026017639528275068
single,timemixer,single,2020,242,0.04512244597808881,2.2159268819496836,1.0296716899331044,0.0024058682811964084,-0.02741264554938596
single,patchtst,single,2021,242,0.013371669612139802,-0.6500110300397255,1.145274081830654,0.0042084132786362255,-0.03301180836217445
single,timemixer,single,2021,242,0.011421988384834894,-0.7341228285182833,1.0050668306855497,0.001514417654950095,-0.038773990473089784
single,patchtst,single,2022,241,0.009163403728220523,1.0315711700921852,0.9645589877372142,-0.013413739237306706,-0.048883433118117575
single,timemixer,single,2022,241,-0.004871137137340115,-0.8497812712780699,-0.9952070315026801,-0.01230956802995127,-0.05090862844611621
single,patchtst,single,2023,241,0.0025733237668768318,-0.022186316090998637,0.5586472907420994,-0.010453066597318695,-0.054284444327599615
single,timemixer,single,2023,241,7.418788628520336e-05,-0.46076284060957196,0.016324942647533848,-0.01241770957891387,-0.05855348369782175
single,timemixer,single,2024,160,0.045646844162604686,-0.48616171419271115,1.2563868993387177,-0.004569433056405783,-0.05314665588704728
single,patchtst,single,2024,160,0.01447097074696065,-0.17011870499846482,1.2465670308831265,-0.005922265088684539,-0.051875271977161595
single_aggregate,patchtst,single,-1,2340,0.012151635418213945,-0.8686295444708665,0.6826012354047161,-0.0005171785915534276,-0.031738425675834535
single_aggregate,timemixer,single,-1,2340,0.011094772696924597,-0.9996244384187944,0.565074273413344,-0.001834336007599184,-0.034566298482177134
