model,fold_year,metrics_path,num_days,mean_return,cumulative_return,sharpe,ic,rank_ic
TimesNet,2015,test_results/long_term_forecast_market_2015_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,243,0.006879071705043316,1.2548527717590332,1.3239627739988802,0.02945487479226763,0.012787228608613333
TimesNet,2016,test_results/long_term_forecast_market_2016_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,243,0.002129911445081234,0.20896565914154053,0.6469823618921535,0.003646842607094052,-0.021524276312780238
TimesNet,2017,test_results/long_term_forecast_market_2017_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,243,-0.004146402236074209,-0.7034891247749329,-1.600083899482176,-0.009249196832858346,-0.029018246138551695
TimesNet,2018,test_results/long_term_forecast_market_2018_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,242,-0.004901909735053778,-0.8522007465362549,-1.0225719991814415,0.003456205501731253,-0.014118522220115228
TimesNet,2019,test_results/long_term_forecast_market_2019_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,243,0.0036232515703886747,-0.9608033895492554,0.33041439066154876,0.0041367962347536764,-0.02070263362963865
TimesNet,2020,test_results/long_term_forecast_market_2020_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,242,0.012939351610839367,1.4084677696228027,1.4228846829061272,0.00867541104371169,-0.016599367385196403
TimesNet,2021,test_results/long_term_forecast_market_2021_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,242,0.010463054291903973,-0.6363814473152161,1.013292475657482,0.009926194939182856,-0.022286395213195965
TimesNet,2022,test_results/long_term_forecast_market_2022_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,241,0.0016148966969922185,-0.25820231437683105,0.33392521798688457,0.0018472296592435867,-0.02214347885309072
TimesNet,2023,test_results/long_term_forecast_market_2023_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,241,0.0023020459339022636,-0.2216894030570984,0.4460395128115521,-0.0069494050360567276,-0.04508497691982694
TimesNet,2024,test_results/long_term_forecast_market_2024_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_round1_fsA_0/market_metrics.txt,160,0.03505609184503555,-0.9199564456939697,0.9598098288190771,0.015877476910520973,-0.018940728362157523
