kind,members,method,fold_year,num_days,mean_return,cumulative_return,sharpe,ic,rank_ic
pair,itransformer+timesnet,zscore_mean,2015,243,0.008997979292559303,2.5486112888093717,1.6682047800125708,0.028785974279421284,0.007023385612294792
pair,itransformer+timesnet,mean,2015,243,0.00811650091395848,1.9105612846538702,1.5181755878054484,0.02872601013307144,0.007048266588973765
pair,itransformer+timesnet,rank_mean,2015,243,0.00770827091614787,1.478757548758871,1.3989514094783164,0.02756084091387273,0.006895528831313325
pair,itransformer+timesnet,zscore_mean,2016,243,-0.002629759016373366,-0.6354944854845308,-0.7559333711709724,0.0009327093341887916,-0.026248534949340097
pair,itransformer+timesnet,mean,2016,243,-0.0027823472534104035,-0.6497295780488102,-0.7974274194371493,0.0008828594281976764,-0.02629110128951715
pair,itransformer+timesnet,rank_mean,2016,243,-0.0031144385719289215,-0.6647037364332757,-0.945479588195432,0.001962932458165804,-0.026235480957848265
pair,itransformer+timesnet,mean,2017,243,-0.002152531325728751,-0.5558664379004891,-0.7062846438000893,-0.010428696328478518,-0.03127925136957643
pair,itransformer+timesnet,zscore_mean,2017,243,-0.0028332351164712093,-0.6209710159574924,-0.9434614211282333,-0.010471693510737203,-0.03135628283218722
pair,itransformer+timesnet,rank_mean,2017,243,-0.004299180533132724,-0.7390327045477045,-1.3895268502542242,-0.008797139910926824,-0.031177337078073786
pair,itransformer+timesnet,zscore_mean,2018,242,0.0037656858171589785,-0.1922974926455563,0.6059126054269687,-7.25396766085869e-05,-0.020976987352745495
pair,itransformer+timesnet,mean,2018,242,0.0023184665766631104,-0.42337813601522434,0.375267234403048,0.00021443968803211858,-0.020556587889698233
pair,itransformer+timesnet,rank_mean,2018,242,0.0013812312290747153,-0.49169615972773284,0.23340065463625903,-0.001265877203213956,-0.020842153839387957
pair,itransformer+timesnet,mean,2019,243,-0.0003578416618739434,-0.9049651334090241,-0.04412410997556551,0.004904726132752366,-0.022464951301096315
pair,itransformer+timesnet,zscore_mean,2019,243,-0.0013836779227792927,-0.9191390302919318,-0.17499786782906876,0.005791134006391264,-0.022651140708782994
pair,itransformer+timesnet,rank_mean,2019,243,-0.005192568059667562,-0.9667717186083472,-0.6661986114116448,0.008984426980902713,-0.022562867361048445
pair,itransformer+timesnet,rank_mean,2020,242,0.057792622394169615,22.04968419108035,1.3037143511824618,0.007876661874951525,-0.02047014334036375
pair,itransformer+timesnet,zscore_mean,2020,242,0.05643418122100458,30.612498228188166,1.2793376374253431,0.009063269695285817,-0.02085017153998526
pair,itransformer+timesnet,mean,2020,242,0.05438812343588062,17.450832916281506,1.2323482477500132,0.00898939239981021,-0.021043956590367147
pair,itransformer+timesnet,rank_mean,2021,242,0.021254368897061733,1.986826558401388,1.8833727926409054,0.003024402591514584,-0.03058243681264428
