model,fold_year,seq_len,gpu,status,return_code,des,log_path,metrics_path,num_days,mean_return,cumulative_return,sharpe,ic,rank_ic
iTransformer,2015,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2015_sl20.log,test_results/long_term_forecast_market_2015_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,243,0.0008830951410345733,-0.5456823110580444,0.15830233843885105,0.023839836149444387,0.0005491777050851438
iTransformer,2016,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2016_sl20.log,test_results/long_term_forecast_market_2016_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,243,0.00027512433007359505,-0.3020455241203308,0.07351087492135912,-0.0014377067636696403,-0.02885219504202781
iTransformer,2017,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2017_sl20.log,test_results/long_term_forecast_market_2017_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,243,-0.0038723740726709366,-0.7118302583694458,-1.2439324805757734,-0.01116404424131614,-0.03134670567340557
iTransformer,2018,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2018_sl20.log,test_results/long_term_forecast_market_2018_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,242,-0.00197597686201334,-0.7691051959991455,-0.3392061733523126,-0.0035184137367693423,-0.024245486121458347
iTransformer,2019,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2019_sl20.log,test_results/long_term_forecast_market_2019_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,243,0.0008377183112315834,-0.8462874293327332,0.11068823515277147,0.005915745953082415,-0.021531399312620117
iTransformer,2020,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2020_sl20.log,test_results/long_term_forecast_market_2020_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,242,0.05581134185194969,20.214561462402344,1.2607799305009582,0.007799246678470628,-0.02195229098472944
iTransformer,2021,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2021_sl20.log,test_results/long_term_forecast_market_2021_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,242,0.012531726621091366,-0.5293076038360596,1.150276023687786,0.004552443485316724,-0.034916169313776745
iTransformer,2022,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2022_sl20.log,test_results/long_term_forecast_market_2022_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,241,0.003041591728106141,0.03257167339324951,0.6244722445298677,-0.007394159290453436,-0.042035445496239866
iTransformer,2023,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2023_sl20.log,test_results/long_term_forecast_market_2023_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,241,0.004354315809905529,0.2739417552947998,0.8572734580168798,-0.0092648019983117,-0.05131558640368097
iTransformer,2024,20,3,done,0,market_round1_fsA,logs/market_rerun_itransformer_a02/iTransformer_fold2024_sl20.log,test_results/long_term_forecast_market_2024_20_fsA_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_fsA_0/market_metrics.txt,160,0.0554313063621521,0.8150712251663208,1.5265062890460739,0.006818301104597446,-0.03957837273286039
