date,n,n_tradable,top1_code,top1_true,top1_pred_gap,best_true_all,best_true_tradable,regret_vs_best_tradable,top3_mean,top5_mean,score_std,score_max_prob,score_entropy,hit_top1_in_true10,hit_top1_in_true20,overlap_pred10_true10,overlap_pred10_true20,overlap_pred20_true10,overlap_pred20_true20,recoverable_by_true20,gap_to_best
2025-09-26,2820,2820,SH600200,-0.2699115,0.0069221999999999895,0.21260962,0.21260962,0.48252112,-0.024531863333333348,-0.043151802,0.004155326408536882,0.0003666290840450056,7.944483498818236,0,0,1,1,1,2,0,0.48252112
2025-09-30,2821,2820,SZ002513,-0.22483122,0.002989739999999963,0.25172412,0.25172412,0.47655534,-0.030859214666666666,-0.006586117,0.004052104574597901,0.0003648473298831058,7.944838478663101,0,0,1,2,1,3,0,0.47655534
2025-01-02,2816,2815,SZ000759,-0.22204587,0.002188299999999921,0.21021126,0.21021126,0.43225713,-0.071028298,-0.0988624868,0.0045968708532262365,0.0003647192707623108,7.943062108786323,0,0,1,1,1,1,0,0.43225713
2025-03-27,2806,2806,SH600610,-0.18969887,0.00346734999999998,0.22308041,0.22308041,0.41277927999999997,-0.07098403333333334,-0.054154733999999996,0.004369090143327029,0.00036614872369080607,7.939505684644283,0,0,0,0,0,0,0,0.41277927999999997
2025-01-17,2794,2793,SH603177,-0.18656716,0.0011132999999999837,0.23642612,0.23642612,0.42299328,-0.11393742333333333,-0.064262407,0.005379747008277406,0.0003690471686467786,7.935215011314091,0,0,0,0,0,1,0,0.42299328
2025-02-28,2795,2795,SH600076,-0.17942584,0.01231849000000007,0.17619328,0.17619328,0.35561912,-0.18712038666666667,-0.17501742,0.00465813122441699,0.0003727060482113981,7.935576485697322,0,0,0,0,0,0,0,0.35561912
2025-09-12,2824,2824,SH600200,-0.17906336,0.00861909999999999,0.18136439,0.18136439,0.36042775,-0.025300915000000004,-0.024304441200000002,0.004427708949736722,0.00036528991492605607,7.9458997639560645,0,0,0,0,0,0,0,0.36042775
2025-08-13,2810,2810,SH600200,-0.16795866,0.005707740000000072,0.15538552,0.15538552,0.32334418,-0.08087112033333334,-0.0479356458,0.004356984122745581,0.0003665473286700039,7.940930236419496,0,0,1,1,2,3,0,0.32334418
2025-03-12,2797,2796,SH600811,-0.16780822,0.006711649999999958,0.2001925,0.2001925,0.36800072,-0.07104966766666666,-0.066950984,0.004659275304323308,0.0003718122942797375,7.936291793673749,0,0,0,0,1,1,0,0.36800072
2025-08-28,2824,2824,SH600200,-0.16735537,0.014258299999999946,0.21114276,0.21114276,0.37849813,-0.113392198,-0.04861563745999999,0.0041085549103290694,0.00036711300015220016,7.945901130015054,0,0,1,1,1,1,0,0.37849813
