date,n,n_tradable,top1_code,top1_true,top1_pred_gap,best_true_all,best_true_tradable,regret_vs_best_tradable,top3_mean,top5_mean,score_std,score_max_prob,score_entropy,hit_top1_in_true10,hit_top1_in_true20,overlap_pred10_true10,overlap_pred10_true20,overlap_pred20_true10,overlap_pred20_true20,recoverable_by_true20,gap_to_best
2016-05-06,2051,2050,SH600847,-0.187547,0.016167460000000022,0.13631113,0.13631113,0.32385812999999997,-0.12717222666666664,-0.08751573199999998,0.006302165458574465,0.0005185826038287744,7.6260628119109795,0,0,1,1,1,1,0,0.32385812999999997
2016-05-10,2049,2049,SH600847,-0.13900654,0.0007575100000000168,0.12874252,0.12874252,0.26774906,-0.026035691666666666,-0.032846359799999995,0.009073533315103103,0.0005090593232243414,7.625065890048619,0,0,2,2,2,2,0,0.26774906
2016-07-29,2126,2124,SZ000962,-0.11845608,0.01906863999999997,0.10410011,0.10410011,0.22255619,-0.054459345666666666,-0.0218657832,0.0067654334132925325,0.0004976769264365967,7.661974626343934,0,0,1,1,1,1,0,0.22255619
2016-07-28,2124,2123,SZ002515,-0.106022656,0.007792000000000021,0.13171296,0.13171296,0.23773561599999998,-0.038204444000000004,-0.0070527926000000015,0.007512151259900504,0.0004953489614514192,7.661028134186976,0,0,2,3,2,3,0,0.23773561599999998
2016-05-17,2047,2047,SZ002599,-0.10541872,0.01540737999999997,0.1061266,0.1061266,0.21154531999999998,-0.04247645,-0.0327842684,0.007554298227974415,0.0005143462550271051,7.624101925434571,0,0,1,1,1,1,0,0.21154531999999998
2016-01-14,2065,2064,SH600870,-0.10450623,0.023899100000000062,0.12338048,0.12338048,0.22788671,-0.043892565,-0.05985142760000001,0.012158400673977384,0.0005189971842785913,7.632811610785867,0,0,1,2,1,3,0,0.22788671
2016-04-07,2034,2033,SZ000953,-0.09813255,0.017538460000000033,0.18818696,0.18818696,0.28631951,-0.038581763,-0.017025559599999997,0.0070149082251605484,0.0005266796670215693,7.617734868751988,0,0,0,1,0,1,0,0.28631951
2016-09-27,2132,2131,SH600339,-0.09266841,0.001699799999999918,0.13294385,0.13294385,0.22561226,-0.0405788822,-0.031192907979999997,0.005739422783045749,0.0004975557806615781,7.664799248614245,0,0,1,1,1,1,0,0.22561226
2016-04-20,2039,2039,SZ002427,-0.08709339,0.0001257100000000566,0.14136125,0.14136125,0.22845464,-0.07176420833333333,-0.057044761799999996,0.006247997502616408,0.0005049796328727344,7.620195211198414,0,0,0,0,0,0,0,0.22845464
2016-10-28,2162,2161,SH601789,-0.07715491,0.0027111499999999955,0.21080196,0.21080196,0.28795687000000003,-0.04562656666666667,-0.0385935108,0.004998680505002861,0.0004858508708286361,7.678776477777186,0,0,0,0,0,0,0,0.28795687000000003
