date,n,n_tradable,top1_code,top1_true,top1_pred_gap,best_true_all,best_true_tradable,regret_vs_best_tradable,top3_mean,top5_mean,score_std,score_max_prob,score_entropy,hit_top1_in_true10,hit_top1_in_true20,overlap_pred10_true10,overlap_pred10_true20,overlap_pred20_true10,overlap_pred20_true20
2024-01-02,2783,2782,SZ000692,-0.033707865,0.0023934199999999795,0.20687538,0.20687538,0.240583245,-0.019484422999999997,-0.0322526376,0.003116656367154301,0.0003662845602365416,7.931279894454743,0,0,0,0,0,0
2024-01-03,2788,2787,SH603333,-0.1029106,7.995999999999004e-05,0.20669056,0.20669056,0.30960116,-0.03802169666666667,-0.0585055466,0.0030507223771072556,0.00036498823190529803,7.933075107868514,0,0,0,1,0,1
2024-01-04,2787,2787,SZ000820,-0.20454545,0.0007688399999999929,0.22803836,0.22803836,0.43258381,-0.11384243166666667,-0.07193793770000001,0.003134737912520252,0.00036516834810559765,7.932716105692744,0,0,0,1,1,2
2024-01-05,2791,2790,SZ000820,-0.05595238,0.0023310999999999193,0.19753498,0.19753498,0.25348736,-0.04376396533333334,-0.0050985782000000065,0.003057992891903973,0.0003651161589870416,7.9341505510914185,0,0,1,1,2,2
2024-01-08,2792,2792,SH600593,0.040969163,0.00011822999999999695,0.20354523,0.20354523,0.162576067,0.029043047666666665,0.0429660552,0.002904913099623632,0.00036408920623450035,7.934509235906662,0,0,0,1,0,1
2024-01-09,2787,2787,SH600198,-0.16867469,0.006457660000000032,0.1949918,0.1949918,0.36366648999999995,-0.08671518566666665,-0.013413970639999995,0.0029429348866505303,0.000367198891262683,7.932716688375519,0,0,2,2,2,3
2024-01-10,2788,2786,SH603099,-0.06755895,0.00021800000000005149,0.19764508,0.19764508,0.26520403000000004,-0.014007933333333339,-0.0254319332,0.003012688116112126,0.00036471234959763903,7.933075224082148,0,0,0,1,1,3
2024-01-11,2788,2787,SH600744,0.3815029,0.0003062500000000634,0.3815029,0.3815029,0.0,0.041500543333333334,0.008162094,0.0030049314019847877,0.0003653467305628642,7.933075246215212,1,1,2,3,3,4
2024-01-12,2787,2786,SH600744,-0.09874477,0.001092639999999978,0.20607029,0.20607029,0.30481505999999997,0.044231919,0.033324964,0.0030800473572729615,0.00036631730287561175,7.932716274140148,0,0,2,2,3,3
2024-01-15,2787,2786,SH600744,-0.070566386,0.00231020000000004,0.21861087,0.21861087,0.289177256,0.015677701333333332,0.022520883399999997,0.0030072512566638927,0.00036741415412243784,7.932716494140925,0,0,1,3,2,4
2024-01-16,2791,2791,SZ000017,0.069424964,0.002515799999999957,0.2798574,0.2798574,0.21043243599999997,-0.040615936,-0.07061821559999999,0.0030443391540937574,0.0003651649050654104,7.9341505899955695,0,1,0,2,0,2
2024-01-17,2792,2791,SZ000017,0.050163936,0.0034138400000000013,0.23047318,0.23047318,0.180309244,-0.07686485700000001,-0.077758433,0.0029787644153652934,0.00036528169236851686,7.934509017850528,0,0,0,0,1,3
2024-01-18,2806,2805,SZ000017,0.1539182,0.0025350299999999937,0.17290322,0.17290322,0.01898501999999999,-0.004323365333333329,-0.0725810832,0.002928367813428414,0.00036463385373305593,7.939510963255806,1,1,2,3,2,3
2024-01-19,2803,2802,SZ000017,0.13041125,0.0009223400000000215,0.20972973,0.20972973,0.07931848,0.026873098,-0.0223903742,0.0029741683455064283,0.0003635720243589217,7.938441119628369,1,1,2,2,2,2
2024-01-22,2813,2812,SH600198,0.08791209,0.003483730000000018,0.2071066,0.2071066,0.11919451,-0.019849231666666665,-0.0137449505,0.0031621443842503633,0.0003633143567542147,7.942001805568517,0,0,0,0,0,0
2024-01-23,2817,2816,SH600198,0.08585858,0.002994959999999991,0.28027868,0.28027868,0.19442009999999998,0.06062351666666666,0.0398580324,0.0031911072182286664,0.0003636922096423861,7.9434226694179575,0,0,2,2,2,2
2024-01-24,2822,2819,SH600198,0.2139535,0.0065619499999999276,0.21882352,0.21882352,0.004870020000000003,0.13127085833333332,0.051818179000000006,0.0034779992285127468,0.000362889175004919,7.945195078506253,1,1,1,1,1,1
2024-01-25,2822,2820,SH600198,0.07279693,0.012893159999999959,0.2113276,0.2113276,0.13853067000000002,0.042425494,0.025764043599999998,0.0036575828319752378,0.00036509146499106183,7.945194435317542,0,0,0,1,1,3
2024-01-26,2824,2824,SH600198,-0.14285715,0.002012130000000001,0.19125684,0.19125684,0.33411398999999997,-0.13523006666666668,-0.09314358860000001,0.0036910755871753906,0.0003624455118477901,7.9459027715902,0,0,1,1,2,3
2024-01-29,2823,2822,SH600198,-0.20833333,0.004803800000000025,0.19202393,0.19202393,0.40035726000000005,-0.057158598000000005,-0.09836033160000002,0.0032558273235222556,0.0003622293593026588,7.9455501167492155,0,0,1,1,1,2
2024-01-30,2822,2821,SH600198,-0.23157895,0.0031382600000000593,0.19472362,0.19472362,0.42630257,-0.17558665866666667,-0.10243803520000001,0.0031198940689981273,0.0003626527375919811,7.945196255789297,0,0,1,1,1,3
2024-01-31,2822,2822,SH600198,-0.10273973,0.00319027999999999,0.24152543,0.24152543,0.34426516,-0.11780754666666667,-0.08981587399999999,0.0036269300809654505,0.00036594662245103394,7.9451945427361705,0,0,0,0,0,0
2024-02-01,2823,2822,SH600198,-0.030534351,0.01824490000000001,0.14691943,0.14691943,0.17745378099999998,-0.156532847,-0.1726820462,0.00375556373864565,0.0003674124079908141,7.945548362971762,0,0,0,1,1,2
2024-02-02,2825,2825,SH600198,-0.48818898,0.013647999999999993,0.13191573,0.13191573,0.62010471,-0.39572039,-0.369652266,0.004751884794753952,0.0003698211458925388,7.946252324851711,0,0,0,0,0,0
2024-02-05,2824,2823,SH600744,0.17028986,0.007755570000000045,0.27464157,0.27464157,0.10435171000000001,0.09960818666666667,0.0713368532,0.005189306531610235,0.00037325500967463074,7.945896081489945,0,1,0,1,2,3
2024-02-06,2828,2828,SH600076,-0.1865285,0.0003908999999999718,0.23489477,0.23489477,0.42142327,-0.13009603333333333,-0.13242657260000001,0.005211255284558345,0.0003692714138911496,7.9473114115945815,0,0,0,0,1,1
2024-02-07,2833,2831,SH600198,1.6875,0.012595460000000003,1.6875,1.6875,0.0,0.81240437,0.651213712,0.005930225258972356,0.00037725219550946817,7.949073803368558,1,1,8,9,8,11
2024-02-08,2835,2831,SH600744,0.06896552,0.00047426000000005963,0.20721312,0.20721312,0.1382476,0.10351374333333334,0.11967646000000001,0.006088719667976332,0.0003662603464809109,7.949778634760935,0,0,1,2,1,2
2024-02-19,2836,2834,SH600076,0.055555556,0.0016088399999999448,0.2257251,0.2257251,0.170169544,0.06828990116666667,0.0409739407,0.006056762251586013,0.0003646349052727183,7.950131503386347,0,0,1,1,1,1
2024-02-20,2835,2833,SZ000889,0.11574074,0.005717740000000027,0.2571304,0.2571304,0.14138965999999997,0.10136085533333333,0.0854648324,0.00550671894495495,0.00036464220629634425,7.949782007949485,0,0,1,2,2,4
