month,top1_mean,top3_mean,top5_mean,hit20,regret,max_prob
2024-01,-0.009148124454545457,-0.025073896242424246,-0.02832169264727273,0.22727272727272727,0.23058154263636366,0.00036470681122737115
2024-02,0.09809115286666666,0.044509118255555556,0.03527007037999999,0.2,0.22917610446666667,0.00036539911948835565
2024-03,-0.033755879380952376,-0.007322076274603176,-0.012884921088571427,0.09523809523809523,0.28370378604761903,0.00036292945142705417
2024-04,0.40936415165,0.127115621325,0.071424056867,0.35,0.23589181385,0.0003688372005768263
2024-05,0.0187435541,-0.007485006916666663,-0.010023863659999998,0.4,0.2041554524,0.00036781245102352584
2024-06,0.03025537594736842,0.05738595336842105,0.02322944630526316,0.3684210526315789,0.36656313984210526,0.00038723661852252536
2024-07,0.0069104982608695666,0.035907319826086956,0.02753881760869565,0.30434782608695654,0.3807093613043478,0.00042370348109062447
2024-08,0.014870173636363632,0.02163169203030303,0.01665707875,0.22727272727272727,0.30068046454545455,0.00042793885267934336
2024-09,0.06943343903684211,0.07252241897719298,0.04969328699684211,0.2631578947368421,0.43051729601578953,0.0004282822087439558
2024-10,0.14064608522222222,0.09304223622222223,0.06001145171111112,0.3888888888888889,0.3303740036666667,0.0003671086505440816
2024-11,-0.0027034072380952377,-0.006558062660317456,0.005222068592380955,0.19047619047619047,0.26795873152380956,0.00036126508095677616
2024-12,-0.030389228571428572,-0.037439807444444445,-0.031176841709523808,0.19047619047619047,0.29175456714285714,0.00036161102953623556
