year,model,variant,score_name,guard_name,num_days,mean_return,cumulative_return,sharpe,switch_count,same_code_streak_days,avg_entry_cost_bps,avg_exit_cost_bps,strategy,state_column,bad_side,threshold,fallback,fallback_top_k
2020,Transformer,single_head_csrank_topq_v1,baseline,plain_top1,242,0.015146047640495873,-0.0879623072797805,1.2765895064064137,112,129,0.0,0.0,baseline:plain_top1,,,,,
2020,Transformer,single_head_csrank_topq_v1,baseline,market_cc_std:low:cash:top3,242,0.011358190565289262,-0.16089182603631058,1.0720314593398494,95,146,0.0,0.0,baseline:market_cc_std:low:cash:top3,market_cc_std,low,0.02404583203104578,cash,3.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_cc_std:low:topk_rollover:top3,242,0.015146047640495873,-0.0879623072797805,1.2765895064064137,112,129,0.0,0.0,baseline:market_cc_std:low:topk_rollover:top3,market_cc_std,low,0.02404583203104578,topk_rollover,3.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_cc_std:low:topk_rollover:top5,242,0.015146047640495873,-0.0879623072797805,1.2765895064064137,112,129,0.0,0.0,baseline:market_cc_std:low:topk_rollover:top5,market_cc_std,low,0.02404583203104578,topk_rollover,5.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_amplitude_mean:high:cash:top3,242,0.007656975566528925,0.8784922614227033,1.1082426572915938,90,151,0.0,0.0,baseline:market_amplitude_mean:high:cash:top3,market_amplitude_mean,high,3.39095619027192,cash,3.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_amplitude_mean:high:topk_rollover:top3,242,0.015146047640495873,-0.0879623072797805,1.2765895064064137,112,129,0.0,0.0,baseline:market_amplitude_mean:high:topk_rollover:top3,market_amplitude_mean,high,3.39095619027192,topk_rollover,3.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_amplitude_mean:high:topk_rollover:top5,242,0.015146047640495873,-0.0879623072797805,1.2765895064064137,112,129,0.0,0.0,baseline:market_amplitude_mean:high:topk_rollover:top5,market_amplitude_mean,high,3.39095619027192,topk_rollover,5.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_amount_top10_share:high:cash:top3,242,0.008592096067355375,-0.10394369859087393,0.9164143318449537,76,165,0.0,0.0,baseline:market_amount_top10_share:high:cash:top3,market_amount_top10_share,high,0.7595992406658851,cash,3.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_amount_top10_share:high:topk_rollover:top3,242,0.015146047640495873,-0.0879623072797805,1.2765895064064137,112,129,0.0,0.0,baseline:market_amount_top10_share:high:topk_rollover:top3,market_amount_top10_share,high,0.7595992406658851,topk_rollover,3.0
2020,Transformer,single_head_csrank_topq_v1,baseline,market_amount_top10_share:high:topk_rollover:top5,242,0.015146047640495873,-0.0879623072797805,1.2765895064064137,112,129,0.0,0.0,baseline:market_amount_top10_share:high:topk_rollover:top5,market_amount_top10_share,high,0.7595992406658851,topk_rollover,5.0
