year,model,variant,score_name,guard_name,num_days,mean_return,cumulative_return,sharpe,switch_count,same_code_streak_days,avg_entry_cost_bps,avg_exit_cost_bps,strategy,state_column,bad_side,threshold,fallback,fallback_top_k
2024,Transformer,single_head_csrank_topq_v1,baseline,plain_top1,241,0.05535371846348548,0.7335718137012446,1.6927017621255505,114,126,0.0,0.0,baseline:plain_top1,,,,,
2024,Transformer,single_head_csrank_topq_v1,baseline,market_cc_std:low:cash:top3,241,0.06380886711618257,175.33394665791766,2.0362904809239173,103,137,0.0,0.0,baseline:market_cc_std:low:cash:top3,market_cc_std,low,0.024243928635069856,cash,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_cc_std:low:topk_rollover:top3,241,0.05494504211493777,0.5781392962721086,1.6801895065553325,114,126,0.0,0.0,baseline:market_cc_std:low:topk_rollover:top3,market_cc_std,low,0.024243928635069856,topk_rollover,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_cc_std:low:topk_rollover:top5,241,0.05494504211493777,0.5781392962721086,1.6801895065553325,114,126,0.0,0.0,baseline:market_cc_std:low:topk_rollover:top5,market_cc_std,low,0.024243928635069856,topk_rollover,5.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_amplitude_mean:low:cash:top3,241,0.05310072189211619,31.428154952740663,1.7104930325676695,100,140,0.0,0.0,baseline:market_amplitude_mean:low:cash:top3,market_amplitude_mean,low,3.3879022687609077,cash,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_amplitude_mean:low:topk_rollover:top3,241,0.05535371846348548,0.7335718137012446,1.6927017621255505,114,126,0.0,0.0,baseline:market_amplitude_mean:low:topk_rollover:top3,market_amplitude_mean,low,3.3879022687609077,topk_rollover,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_amplitude_mean:low:topk_rollover:top5,241,0.05535371846348548,0.7335718137012446,1.6927017621255505,114,126,0.0,0.0,baseline:market_amplitude_mean:low:topk_rollover:top5,market_amplitude_mean,low,3.3879022687609077,topk_rollover,5.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_amount_top10_share:low:cash:top3,241,0.04949051225186723,28.17221456774383,1.6279828399779463,84,156,0.0,0.0,baseline:market_amount_top10_share:low:cash:top3,market_amount_top10_share,low,0.74374878987563,cash,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_amount_top10_share:low:topk_rollover:top3,241,0.05535371846348548,0.7335718137012446,1.6927017621255505,114,126,0.0,0.0,baseline:market_amount_top10_share:low:topk_rollover:top3,market_amount_top10_share,low,0.74374878987563,topk_rollover,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_amount_top10_share:low:topk_rollover:top5,241,0.05535371846348548,0.7335718137012446,1.6927017621255505,114,126,0.0,0.0,baseline:market_amount_top10_share:low:topk_rollover:top5,market_amount_top10_share,low,0.74374878987563,topk_rollover,5.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_cc_mean:low:cash:top3,241,0.04360059044813278,4.76901935225013,1.4422491534658315,151,89,0.0,0.0,baseline:market_cc_mean:low:cash:top3,market_cc_mean,low,0.0009408715120226871,cash,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_cc_mean:low:topk_rollover:top3,241,0.05535371846348548,0.7335718137012446,1.6927017621255505,114,126,0.0,0.0,baseline:market_cc_mean:low:topk_rollover:top3,market_cc_mean,low,0.0009408715120226871,topk_rollover,3.0
2024,Transformer,single_head_csrank_topq_v1,baseline,market_cc_mean:low:topk_rollover:top5,241,0.05535371846348548,0.7335718137012446,1.6927017621255505,114,126,0.0,0.0,baseline:market_cc_mean:low:topk_rollover:top5,market_cc_mean,low,0.0009408715120226871,topk_rollover,5.0
2024,Transformer,single_head_csrank_topq_v1,style_neutral,plain_top1,241,-0.002631996599999996,-0.9355543457910122,-0.3201979278901118,187,53,0.0,0.0,style_neutral:plain_top1,,,,,
2024,Transformer,single_head_csrank_topq_v1,style_neutral,market_cc_std:high:cash:top3,241,0.000446668273443986,-0.5655976068454476,0.08248654899318146,131,109,0.0,0.0,style_neutral:market_cc_std:high:cash:top3,market_cc_std,high,0.024243928635069856,cash,3.0
2024,Transformer,single_head_csrank_topq_v1,style_neutral,market_cc_std:high:topk_rollover:top3,241,-0.002631996599999996,-0.9355543457910122,-0.3201979278901118,187,53,0.0,0.0,style_neutral:market_cc_std:high:topk_rollover:top3,market_cc_std,high,0.024243928635069856,topk_rollover,3.0
