model,fold_year,seq_len,gpu,status,return_code,des,log_path,metrics_path,num_days,mean_return,cumulative_return,sharpe,ic,rank_ic
TimesNet,2015,20,0,done,0,market_loss_timesnet20_hbce_a01_probe_A,logs/market_loss_timesnet20_hbce_a01_probe_A/TimesNet_fold2015_sl20.log,test_results/long_term_forecast_market_2015_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_loss_timesnet20_hbce_a01_probe_A_0/market_metrics.txt,243,0.004305374342948198,0.3932236433029175,0.8904584279878818,0.02095992406939628,0.01352118511574049
TimesNet,2021,20,0,done,0,market_loss_timesnet20_hbce_a01_probe_A,logs/market_loss_timesnet20_hbce_a01_probe_A/TimesNet_fold2021_sl20.log,test_results/long_term_forecast_market_2021_20_fsA_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_market_loss_timesnet20_hbce_a01_probe_A_0/market_metrics.txt,242,0.01247322652488947,0.12760770320892334,1.2692824908413474,0.006803779977821609,0.008412560684991341
