top_k,strict_mean_return,strict_cumulative_return,strict_sharpe,rollover_mean_return,rollover_cumulative_return,rollover_sharpe,rollover_positive_rate
1,-0.015172266334876032,-0.9918221357227106,-2.5381360404270477,-0.015015174537355371,-0.991246376965786,-2.5457174985509803,0.371900826446281
3,-0.010369820899641871,-0.945694481762865,-2.9399873541687214,-0.015172266334876032,-0.9918221357227106,-2.5381360404270477,0.3925619834710744
5,-0.010008432958380163,-0.9320404507155564,-3.504712727527672,-0.015172266334876032,-0.9918221357227106,-2.5381360404270477,0.3925619834710744
10,-0.005590816127033058,-0.7823112997801355,-2.404535359635583,-0.015172266334876032,-0.9918221357227106,-2.5381360404270477,0.3925619834710744
