month,top1_mean,top3_mean,top5_mean,hit20,regret,max_prob
2023-01,0.00881433490625,0.012736460760416669,0.008574344351249999,0.125,0.19082651259375,0.0003868079839283268
2023-02,-0.0058738888649999986,-0.004534284248333334,-0.009292967279000003,0.1,0.198247143365,0.00037216356200105497
2023-03,-0.0006499186391304346,-0.0026149345318840574,-0.0033434403387826096,0.17391304347826086,0.16778463798695653,0.0003708222052403735
2023-04,-0.007649687684210525,-0.005367079952631579,-0.008040888139999999,0.21052631578947367,0.19105071242105262,0.0003776275790369242
2023-05,0.013766121899999997,-0.009412321308333332,-0.004049267748,0.15,0.1944432446,0.00038632081904140794
2023-06,0.0953267602,0.059524504283333335,0.040521052151000006,0.25,0.18283477580000002,0.0004001123252843963
2023-07,-0.012393220047619048,0.005633337712698412,0.0009973512019047618,0.14285714285714285,0.2220091990952381,0.0003865162764796735
2023-08,-0.010594372304347826,-0.005858582926666667,-0.005010199420347826,0.17391304347826086,0.20177424230434782,0.00037917285591565004
2023-09,0.026153927165,0.008119273841666667,0.005355119629999999,0.4,0.183724388335,0.0003747485739461758
2023-10,0.005377144470588235,0.021563576382352942,0.01627390499882353,0.17647058823529413,0.23171592670588237,0.00038252779601575355
2023-11,0.00970940360909091,-0.0046113982515151525,-0.0043698885954545465,0.22727272727272727,0.20311761548181817,0.00037312679560825033
2023-12,0.015505648335,0.00040415781999999893,-0.00016092724100000218,0.2,0.201807501665,0.00036825189668507146
