date,n,n_tradable,top1_code,top1_true,top1_pred_gap,best_true_all,best_true_tradable,regret_vs_best_tradable,top3_mean,top5_mean,score_std,score_max_prob,score_entropy,hit_top1_in_true10,hit_top1_in_true20,hit_top1_in_true50,overlap_pred10_true10,overlap_pred10_true20,overlap_pred10_true50,overlap_pred20_true10,overlap_pred20_true20,overlap_pred20_true50,overlap_pred50_true10,overlap_pred50_true20,overlap_pred50_true50
2021-01-04,2394,2392,SZ000813,-0.0061946902,0.00012003999999998793,0.24203102,0.24203102,0.2482257102,0.004708549933333334,-0.028974021640000003,0.004749589329404252,0.0004334836514551403,7.780709560683967,0,0,0,0,0,1,0,0,1,0,0,2
2021-01-05,2393,2392,SZ000995,-0.044826224,0.009623560000000086,0.22306526,0.22306526,0.26789148399999996,0.03904053066666666,-0.005830989399999998,0.004786142526074592,0.0004358411809995264,7.78029158020019,0,0,0,1,1,1,1,1,1,2,2,2
2021-01-06,2406,2406,SZ000995,0.01447178,0.01890086999999996,0.21259199,0.21259199,0.19812021000000002,-0.058451510000000005,-0.0028566670000000002,0.00454186797144345,0.0004366619084899472,7.785710542362061,0,0,0,1,1,1,1,2,2,1,3,5
2021-01-07,2404,2403,SZ000995,-0.055634808,0.01109720000000003,0.2705106,0.2705106,0.32614540799999997,-0.013168577,0.041002175419999995,0.005089423354337958,0.0004328595894544168,7.784876305087985,0,0,0,1,1,1,2,2,2,2,2,4
2021-01-08,2404,2400,SZ000995,-0.079844624,0.010540950000000104,0.18923,0.18923,0.26907462400000004,-0.060062950000000004,-0.0737089848,0.005625534427083369,0.0004325188773945905,7.78487343613027,0,0,0,0,0,1,0,0,1,1,2,5
2021-01-11,2392,2392,SZ000995,0.06754221,0.0016751499999999586,0.23708981,0.23708981,0.16954760000000002,-0.01473815633333333,-0.0277058126,0.006130031741929687,0.00043284350195537557,7.7798662518593975,0,0,0,0,0,1,0,0,2,0,0,3
2021-01-12,2384,2383,SH600595,-0.33039647,0.007610999999999923,0.1755293,0.1755293,0.5059257699999999,-0.13035111633333332,-0.082096487,0.0061795903036371445,0.0004392932195180837,7.776515833507634,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,2380,2378,SH600766,0.015429831,0.000729730000000095,0.19987923,0.19987923,0.18444939899999999,0.010359761333333333,-0.012116306,0.00635138386685788,0.0004382932920404919,7.774835460705425,0,0,0,0,0,1,0,0,1,0,0,2
2021-01-14,2371,2370,SH600595,0.49342105,0.015578699999999945,0.49342105,0.49342105,0.0,0.1912658196666667,0.16745059980000004,0.006047262731051015,0.0004452970696001617,7.771048671606641,1,1,1,1,2,3,2,3,4,3,6,7
2021-01-15,2365,2359,SH600766,0.036652837,0.0006585999999999537,0.18164062,0.18164062,0.144987783,0.007401357,0.015739742199999997,0.006504720281290994,0.00045577194690839024,7.768511939581252,0,0,0,1,1,2,1,1,3,1,1,4
2021-01-18,2369,2368,SH600609,0.003829394,0.005751399999999962,0.16156223,0.16156223,0.157732836,0.028488146000000002,0.0637474816,0.0060486813595409155,0.0004417827520769025,7.770204785380685,0,0,0,1,2,2,1,3,4,1,3,4
2021-01-19,2372,2371,SH600766,-0.036737237,0.0006912999999999503,0.24329159,0.24329159,0.280028827,-0.03516582566666667,-0.027619238400000003,0.005410179531442557,0.0004358655228926995,7.771474056003317,0,0,0,0,0,0,2,2,2,4,5,8
2021-01-20,2359,2356,SH600609,0.0,0.0015327399999999214,0.19251025,0.19251025,0.19251025,0.008138533166666666,0.006643123700000001,0.005141752507979488,0.0004355839344601137,7.765979816991269,0,0,0,0,0,0,0,0,0,2,2,4
2021-01-21,2359,2358,SZ002096,-0.17869416,0.001516850000000014,0.24080268,0.24080268,0.41949684,-0.09797146343333334,-0.07108875506,0.004653262303297624,0.0004342077779714704,7.765982213204128,0,0,0,0,0,0,1,1,1,1,1,1
2021-01-22,2359,2359,SH603655,-0.04759329,0.0018915999999999933,0.38239646,0.38239646,0.42998975,0.0062263380000000005,0.004226674799999999,0.004391546261746698,0.00043601645368989783,7.765983398175894,0,0,0,0,1,2,0,1,2,2,3,5
2021-01-25,2363,2362,SH603655,-0.0011357183,0.005819560000000057,0.18135838,0.18135838,0.18249409830000002,-0.02223646476666667,-0.01744522246,0.004542723881033057,0.000436595836674978,7.767676924960663,0,0,0,0,0,0,0,0,1,0,0,3
2021-01-26,2353,2351,SH600609,-0.039105296,0.0013194399999999495,0.19056785,0.19056785,0.229673146,-0.02824263633333333,-0.004881962459999998,0.004935498364700731,0.00043824661584455736,7.763434158040522,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-27,2348,2346,SH600595,-0.044267878,0.02129519999999996,0.17692566,0.17692566,0.22119353800000002,-0.03632689633333333,-0.01904817464,0.005456340362961197,0.00044812213337566497,7.761304213708986,0,0,0,0,0,0,0,0,0,1,1,3
2021-01-28,2355,2355,SH600609,-0.12068185,0.006633549999999988,0.23608488,0.23608488,0.35676673,-0.07432645733333333,-0.077592757,0.005570447932554319,0.00044051725543237493,7.764280422101569,0,0,0,0,0,0,0,0,0,0,1,1
2021-01-29,2358,2354,SZ000007,0.055823777,0.0060355000000000825,0.20375508,0.20375508,0.14793130300000001,0.011610061333333333,0.01378147828,0.005464092543982896,0.0004396225011863946,7.765554082381456,0,0,0,0,0,0,0,0,0,0,0,1
2021-02-01,2347,2345,SZ000007,-0.0705916,0.00867260000000003,0.16161616,0.16161616,0.23220776,-0.015439918333333335,-0.013567190199999999,0.005627997054328877,0.0004424617037089293,7.760877296210554,0,0,0,0,1,1,0,1,2,0,2,5
2021-02-02,2337,2337,SZ000007,0.05688807,0.008168439999999944,0.22727273,0.22727273,0.17038466000000002,-0.021521784,-0.0337552956,0.0060764430561788835,0.00044648147354263375,7.7566048014328075,0,0,0,0,0,1,0,0,1,0,1,2
2021-02-03,2318,2318,SZ000007,-0.044806518,0.0013691100000000622,2.0,2.0,2.044806518,-0.08554069266666665,-0.0685727964,0.00581063967582318,0.00044862585417250873,7.748443074218789,0,0,0,0,0,1,0,0,1,1,3,4
2021-02-04,2292,2291,SH600198,-0.5116279,0.030497440000000098,0.14322007,0.14322007,0.6548479700000001,-0.25240074166666665,-0.1497553054,0.006442472532557169,0.0004706237667062683,7.737159161839683,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-05,2273,2273,SH600744,-0.07114624,0.0014882099999999898,0.2496474,0.2496474,0.32079364,-0.06619178933333333,-0.030498021599999998,0.006979892273448185,0.0004654657045504741,7.728831261416353,0,0,0,1,2,2,1,2,2,2,4,4
2021-02-08,2250,2246,SH600766,-0.011778563,0.0024990599999999974,0.46478873,0.26405868,0.275837243,0.10111464899999999,0.06508527619999999,0.007051218329236159,0.00047245712015365696,7.718660397832939,0,0,0,3,3,3,3,3,3,3,3,6
2021-02-09,2234,2233,SH600766,0.057210967,0.0009683699999999407,0.65384614,0.65384614,0.5966351729999999,0.003956658666666664,0.13114986759999997,0.006788425040837787,0.0004735112568220505,7.711525741713207,0,0,0,1,1,1,1,1,1,1,1,3
2021-02-10,2218,2209,SH600766,0.35963923,0.01168480000000005,0.63372093,0.35963923,0.0,0.203163082,0.167021668,0.006624510863524101,0.0004827110857952303,7.704338986013406,1,1,1,4,6,9,6,10,13,7,11,16
2021-02-18,2212,2207,SH600744,0.2585034,0.021316870000000043,0.40213522,0.28908554,0.03058213999999998,0.23222594666666665,0.144184171,0.0063641251265930485,0.00048674001398531843,7.701631906945731,1,1,1,5,6,6,5,6,8,6,7,9
2021-02-19,2216,2207,SH600744,0.06486487,0.020587379999999933,0.22253521,0.22253521,0.15767034000000002,0.09726513666666665,0.10036966859999999,0.0061312233903495035,0.0004894841234480936,7.703440005728522,0,0,0,2,5,7,2,6,9,2,6,10
2021-02-22,2244,2239,SH600198,-0.23653395,0.002801100000000001,0.20539153,0.16699123,0.40352518,-0.11149771000000001,-0.0922806864,0.005188271436875994,0.00047580863551613395,7.716001678787396,0,0,0,1,1,1,2,2,3,3,3,6
2021-02-23,2244,2242,SH600744,0.07360406,1.0949999999954052e-05,0.21776505,0.21776505,0.14416099,0.06073378199999999,0.05446279919999999,0.0047395993042006245,0.0004683222526449728,7.716003955057828,0,0,1,0,2,5,1,4,8,2,6,11
