date,n,n_tradable,top1_code,top1_true,top1_pred_gap,best_true_all,best_true_tradable,regret_vs_best_tradable,top3_mean,top5_mean,score_std,score_max_prob,score_entropy,hit_top1_in_true10,hit_top1_in_true20,hit_top1_in_true50,overlap_pred10_true10,overlap_pred10_true20,overlap_pred10_true50,overlap_pred20_true10,overlap_pred20_true20,overlap_pred20_true50,overlap_pred50_true10,overlap_pred50_true20,overlap_pred50_true50
2024-02-01,2823,2822,SH600198,-0.030534351,0.020658749999999948,0.14691943,0.14691943,0.17745378099999998,-0.042416141666666664,-0.111756415,0.004451204594640311,0.00036788986892172747,7.945545509408439,0,0,0,0,1,1,0,2,2,0,2,2
2024-02-02,2825,2825,SH600198,-0.48818898,0.015528600000000004,0.13191573,0.13191573,0.62010471,-0.4051340333333333,-0.369652266,0.005019126161479148,0.0003697965738420236,7.946251029370243,0,0,0,0,0,0,0,0,0,0,0,0
2024-02-05,2824,2823,SH600076,0.0,0.0007889000000000923,0.27464157,0.27464157,0.27464157,0.09960818666666667,0.0713368532,0.005077551200438126,0.0003714283375040782,7.945896683703098,0,0,0,1,2,2,3,4,4,4,8,11
2024-02-06,2828,2828,SH600076,-0.1865285,0.002873229999999949,0.23489477,0.23489477,0.42142327,-0.13009603333333333,-0.13242657260000001,0.005183173939115156,0.0003661582068830833,7.94731158685839,0,0,0,1,1,2,1,1,3,1,2,4
2024-02-07,2833,2831,SH600076,0.24840765,0.00936159999999997,1.6875,1.6875,1.43909235,0.81240437,0.649370314,0.006122323491102261,0.0003719435221725787,7.949072691694613,0,1,1,7,8,8,8,11,13,9,15,18
2024-02-08,2835,2831,SZ000889,0.15432099,0.0018753299999999529,0.20721312,0.20721312,0.05289213000000001,0.10844244333333335,0.11967646000000001,0.006207222158232836,0.00036472474894196744,7.949777942195864,1,1,1,1,2,3,1,3,6,1,3,9
2024-02-19,2836,2834,SH600076,0.055555556,0.0010014999999999885,0.2257251,0.2257251,0.170169544,0.06828990116666667,0.06010891804,0.0063222215337489255,0.0003633213569388792,7.950129883184009,0,0,0,1,1,2,1,1,3,2,2,5
2024-02-20,2835,2833,SZ000889,0.11574074,0.0030402000000000484,0.2571304,0.2571304,0.14138965999999997,0.11480349666666667,0.113629998,0.00596905390069829,0.00036298671869000875,7.949779374484709,0,0,1,1,3,6,2,4,8,3,7,16
2024-02-21,2837,2835,SH600076,0.014925373,0.0042687999999999615,0.205298,0.205298,0.19037262700000002,0.10242406766666667,0.0779931988,0.005657289780168619,0.0003624353953228009,7.950486413548305,0,0,0,1,1,2,2,2,3,4,4,7
2024-02-22,2837,2832,SH600198,0.2747253,0.005335299999999932,0.2747253,0.2747253,0.0,0.15916854166666666,0.141213539,0.0053451064201166165,0.0003624171580732035,7.950488130125951,1,1,1,2,2,4,2,3,5,3,5,7
2024-02-23,2836,2833,SH600198,-0.06465517,0.0043618100000000215,0.22778167,0.22778167,0.29243684,-0.024718389999999996,-0.0358181006,0.005465108603205914,0.0003623629690337142,7.950134935994081,0,0,0,0,0,0,1,1,2,1,1,3
