year,model,variant,prediction_path,days,top1_mean,top1_std,top1_positive_rate,top3_mean,top5_mean,avg_regret,median_regret,avg_gap,avg_score_std,avg_max_prob,avg_entropy,unique_top1,max_rep_top1,top_pick_counts,raw_top1_mean,raw_top1_sharpe,debias015_top1_mean,debias015_top1_sharpe,hit_true10_rate,hit_true20_rate,hit_true50_rate,avg_overlap_pred10_true10,avg_overlap_pred10_true20,avg_overlap_pred10_true50,avg_overlap_pred20_true10,avg_overlap_pred20_true20,avg_overlap_pred20_true50,avg_overlap_pred50_true10,avg_overlap_pred50_true20,avg_overlap_pred50_true50
2021,Transformer,stage2topheavy_topk_csrank_topq_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_stage2topheavy_topk_csrank_topq_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_v2_0/top1_predictions.csv,242,0.05031485413966942,0.3288605481689304,0.6033057851239669,0.025006243738884295,0.018382793006082646,0.21384967751322315,0.18293335114999998,0.007580825082644626,0.004721314325154524,0.0004226729945446026,7.809950362830603,65,46,"[{'code': 'SH600734', 'pick_count': 46}, {'code': 'SH600198', 'pick_count': 20}, {'code': 'SH600191', 'pick_count': 18}, {'code': 'SH600766', 'pick_count': 13}, {'code': 'SZ000792', 'pick_count': 13}, {'code': 'SZ002265', 'pick_count': 8}, {'code': 'SH600995', 'pick_count': 7}, {'code': 'SH600744', 'pick_count': 5}, {'code': 'SH600870', 'pick_count': 5}, {'code': 'SZ000995', 'pick_count': 5}, {'code': 'SZ002256', 'pick_count': 5}, {'code': 'SH600078', 'pick_count': 4}, {'code': 'SH600609', 'pick_count': 4}, {'code': 'SH600683', 'pick_count': 4}, {'code': 'SH603518', 'pick_count': 4}, {'code': 'SZ000007', 'pick_count': 4}, {'code': 'SZ000537', 'pick_count': 4}, {'code': 'SZ002280', 'pick_count': 4}, {'code': 'SZ002432', 'pick_count': 4}, {'code': 'SZ002772', 'pick_count': 4}]",0.05031485413966942,2.428760616874094,0.017933838974504127,1.620075883349758,0.128099173553719,0.18181818181818182,0.2975206611570248,0.6446280991735537,0.987603305785124,1.8801652892561984,0.9462809917355371,1.4834710743801653,2.8925619834710745,1.5165289256198347,2.5371900826446283,5.235537190082645
2024,Transformer,stage2topheavy_topk_csrank_topq_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2024_stage2topheavy_topk_csrank_topq_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_v2_0/top1_predictions.csv,241,0.0749511919240664,0.5613818100782998,0.4605809128630705,0.025131528048686028,0.017743341802240662,0.2770236281423236,0.23273354000000002,0.004952830373443986,0.0043336941009561565,0.0003840039434372381,7.900024729918524,48,48,"[{'code': 'SH600198', 'pick_count': 48}, {'code': 'SZ000040', 'pick_count': 38}, {'code': 'SZ000889', 'pick_count': 34}, {'code': 'SH600076', 'pick_count': 27}, {'code': 'SZ000622', 'pick_count': 11}, {'code': 'SZ002089', 'pick_count': 9}, {'code': 'SZ000793', 'pick_count': 8}, {'code': 'SH600727', 'pick_count': 4}, {'code': 'SH600744', 'pick_count': 4}, {'code': 'SH600868', 'pick_count': 4}, {'code': 'SZ000017', 'pick_count': 4}, {'code': 'SZ000692', 'pick_count': 4}, {'code': 'SH600136', 'pick_count': 2}, {'code': 'SH600156', 'pick_count': 2}, {'code': 'SH600165', 'pick_count': 2}, {'code': 'SH600653', 'pick_count': 2}, {'code': 'SH600800', 'pick_count': 2}, {'code': 'SH600811', 'pick_count': 2}, {'code': 'SH603099', 'pick_count': 2}, {'code': 'SH603580', 'pick_count': 2}]",0.0749511919240664,2.11943683324503,0.07468597704107885,2.1578438996373666,0.24066390041493776,0.27385892116182575,0.35269709543568467,1.2780082987551866,1.7510373443983402,2.5435684647302903,1.8713692946058091,2.6348547717842323,4.157676348547718,2.879668049792531,4.547717842323651,7.995850622406639
