date,code,pred,true
2024-01-02,SH600630,5.876766437600942,0.010408922
2024-01-03,SZ000889,6.894781279809113,-0.072765075
2024-01-04,SZ000889,7.8311126863396545,-0.05381166
2024-01-05,SZ000889,7.222588087931934,0.023696683
2024-01-08,SZ000889,6.531787836743623,0.19212963
2024-01-09,SZ000889,5.966294241138791,0.019417476
2024-01-10,SH600198,4.641183476597094,-0.06535948
2024-01-11,SZ000889,5.889439479762746,0.064150944
2024-01-12,SZ000889,5.836618342258907,-0.060283687
2024-01-15,SZ000889,6.367880512829304,-0.0754717
2024-01-16,SZ000889,6.090763752432684,0.1
2024-01-17,SZ000889,6.605714222106488,0.009276438
2024-01-18,SZ000889,7.104152151497269,-0.11580882
2024-01-19,SZ000889,6.756082970063156,0.08108108
2024-01-22,SH600198,6.92296160719126,0.08585858
2024-01-23,SH600630,4.96052628090778,-0.047783718
2024-01-24,SH600198,8.504186506259611,0.07279693
2024-01-25,SZ000889,6.4335658670087845,-0.06527415
2024-01-26,SH600198,6.830320316502478,-0.20833333
2024-01-29,SH600198,6.484039133392913,-0.23157895
2024-01-30,SH600198,7.356028559079851,-0.10273973
2024-01-31,SZ000889,6.118757669415056,-0.16525424
2024-02-01,SH600198,7.312483342300705,-0.48818898
2024-02-02,SH600198,7.837375673121034,-0.26153848
2024-02-05,SH600076,4.79118103777705,-0.1865285
2024-02-06,SH600076,4.75556895566214,0.24840765
2024-02-07,SH600198,10.683525870058936,0.13953489
2024-02-08,SH600198,17.196652850977056,-0.07482993
2024-02-19,SH600198,13.737443947702152,0.11029412
2024-02-20,SH600198,12.955575746917418,0.205298
2024-02-21,SH600198,9.368489812057991,0.2747253
2024-02-22,SH600198,13.589390726888194,-0.06465517
2024-02-23,SH600198,11.382542320756816,0.22119816
2024-02-26,SH600198,11.426140612951086,-0.3207547
2024-02-27,SH600198,11.485184668229861,0.33333334
2024-02-28,SH600198,10.796131577641571,0.054166667
2024-02-29,SH600198,12.046314828109969,-0.03952569
2024-03-01,SH600198,11.122500126473717,-0.053497944
2024-03-04,SH600198,11.94813060432793,0.030434782
2024-03-05,SH600198,10.718109985497833,-0.10548523
2024-03-06,SH600198,8.284542436423951,0.108490564
2024-03-07,SH600198,11.13073724950993,0.10638298
2024-03-08,SH600198,11.65862796737348,1.5227075e-12
2024-03-11,SH600198,12.721053411934777,0.011538462
2024-03-12,SH600198,11.671103246335122,-0.06844106
2024-03-13,SH600198,10.443478917836295,0.08571429
2024-03-14,SH600198,14.865013071496572,0.04511278
2024-03-15,SH600198,10.896758280701999,-0.025179856
2024-03-18,SH600198,10.832588262888173,0.025830258
2024-03-19,SZ000889,10.699765804425116,-0.08888889
2024-03-20,SH600198,9.987273895165885,-0.03663004
2024-03-21,SZ000889,10.291281055240777,-0.044247787
2024-03-22,SH600198,8.344533064152905,-0.023746701
2024-03-25,SH600198,11.807174666044471,0.23243243
2024-03-26,SH600198,9.586311510914314,-0.12938596
2024-03-27,SH600198,11.529733521025173,-0.15113351
2024-03-28,SH600198,9.358916058980386,0.044510387
2024-03-29,SZ000889,6.746629024011304,-0.036
2024-04-01,SH600198,7.70580302147648,-0.06687898
2024-04-02,SH600198,6.613052123709186,-0.09556314
2024-04-03,SH600076,5.2370951751307055,0.08562691
2024-04-08,SH600198,8.289831984349123,-0.13307984
2024-04-09,SH600198,7.761216944981922,0.021929825
2024-04-10,SH600076,7.599599109628663,-0.12232416
2024-04-11,SZ000889,7.772425799695115,-0.23353294
2024-04-12,SH600076,7.533227795990517,-0.22169812
2024-04-15,SH600076,9.08173790426946,0.28484848
2024-04-16,SH600198,9.94620647838921,-0.018518519
2024-04-17,SH600198,9.477666362837665,-0.12578617
2024-04-18,SH600198,9.910376928224393,0.1438849
2024-04-19,SH600198,9.221349477130765,1.5227075e-12
2024-04-22,SH600198,10.080323969589337,0.11320755
2024-04-23,SH600198,9.388982161243227,0.20338982
2024-04-24,SZ000889,12.203827674648121,-0.75
2024-04-25,SZ000889,15.782752516111646,6.9
2024-04-26,SZ000889,18.86236009563062,0.43037975
2024-04-29,SH600198,10.809783033683756,-0.00862069
2024-04-30,SH600198,9.868752066161573,0.008695652
2024-05-06,SH600198,11.017429060154887,-0.08189655
2024-05-07,SH600198,11.060407592133224,1.5227075e-12
2024-05-08,SZ000889,14.764411181821139,0.022624435
2024-05-09,SZ000889,12.545637299304907,-0.06637168
2024-05-10,SZ000889,12.074399757446534,0.27962086
