strategy,scenario,buy_cost_bps,sell_cost_bps,fold_year,num_days,mean_return,cumulative_return,sharpe,switch_count,same_code_streak_days,avg_entry_cost_bps,avg_exit_cost_bps
gated_q80_left,base,8.0,13.0,2015,243,-0.0007716919811810813,-0.5775943313718568,-0.16791889601891974,205,37,6.7818930041152266,11.020576131687243
gated_q80_left,base,8.0,13.0,2017,243,-0.0021911858037397163,-0.4867927174171842,-1.0460265539769824,230,12,7.604938271604938,12.358024691358025
gated_q80_left,base,8.0,13.0,2019,243,0.009418556635163045,-0.8301016079441976,0.856221732740611,221,21,7.308641975308642,11.876543209876543
gated_q80_left,base,8.0,13.0,2021,242,0.025511293980719777,13.377755237235181,2.0425895290198364,205,36,6.809917355371901,11.066115702479339
gated_q80_left,base,8.0,13.0,2022,241,-0.0014249674297853736,-0.46488280319685726,-0.47066139307900945,214,26,7.136929460580913,11.597510373443983
gated_q80_left,base,8.0,13.0,2024,160,0.0885451074386091,101.52527661413127,2.2181155809135698,112,47,5.65,9.18125
gated_q80_left,high,12.0,17.0,2015,243,-0.0014509904398648827,-0.6418471387559306,-0.316008543964068,205,37,10.17283950617284,14.411522633744855
gated_q80_left,high,12.0,17.0,2017,243,-0.002950856784164402,-0.5734845804384172,-1.4099584116232198,230,12,11.407407407407407,16.160493827160494
gated_q80_left,high,12.0,17.0,2019,243,0.008682385104769645,-0.8577795564507678,0.7896334527201109,221,21,10.962962962962964,15.530864197530864
gated_q80_left,high,12.0,17.0,2021,242,0.02481597847934862,11.190731703972189,1.9878345025978539,205,36,10.214876033057852,14.47107438016529
gated_q80_left,high,12.0,17.0,2022,241,-0.0021378005823943043,-0.5495394516550896,-0.7064333503001026,214,26,10.705394190871369,15.16597510373444
gated_q80_left,high,12.0,17.0,2024,160,0.08793872920642147,92.65297737682779,2.203918036356635,112,47,8.475,12.00625
gated_q90_left,low,5.0,10.0,2015,243,0.0016467809634497757,-0.24485207596353775,0.3558631041758868,205,37,4.238683127572016,8.477366255144032
gated_q90_left,low,5.0,10.0,2017,243,-0.001662832080043404,-0.41628145912670167,-0.7935430139125192,230,12,4.753086419753086,9.506172839506172
gated_q90_left,low,5.0,10.0,2019,243,0.011397124378480419,-0.1692377355763346,1.0989139742261917,222,20,4.588477366255144,9.176954732510287
gated_q90_left,low,5.0,10.0,2021,242,0.018319376795547515,2.0388872559409967,1.495262538310822,208,33,4.318181818181818,8.636363636363637
gated_q90_left,low,5.0,10.0,2022,241,-0.002180713735534807,-0.5471098082680044,-0.7421729067537681,215,25,4.481327800829876,8.962655601659751
gated_q90_left,low,5.0,10.0,2024,160,0.06295879777206617,102.19379614115033,2.7754032403640623,131,28,4.125,8.25
gated_q90_left,base,8.0,13.0,2015,243,0.0011359990298413227,-0.33272496513246075,0.24565499714731462,205,37,6.7818930041152266,11.020576131687243
gated_q90_left,base,8.0,13.0,2017,243,-0.00223274968877222,-0.49189198445693194,-1.0662552252376312,230,12,7.604938271604938,12.358024691358025
gated_q90_left,base,8.0,13.0,2019,243,0.010839742517720649,-0.27336583988140994,1.045638437162663,222,20,7.341563786008231,11.930041152263374
gated_q90_left,base,8.0,13.0,2021,242,0.017793739722349537,1.6804332548493854,1.452886794731722,208,33,6.909090909090909,11.227272727272727
gated_q90_left,base,8.0,13.0,2022,241,-0.0027172463405259655,-0.602206534545579,-0.9250746424548205,215,25,7.170124481327801,11.651452282157676
gated_q90_left,base,8.0,13.0,2024,160,0.06243207551530248,94.32931649158202,2.75366744096317,131,28,6.6,10.725
gated_q90_left,high,12.0,17.0,2015,243,0.00045517311998079083,-0.43422524666700724,0.09851926047735787,205,37,10.17283950617284,14.411522633744855
gated_q90_left,high,12.0,17.0,2017,243,-0.002992387389800644,-0.5777224704581554,-1.4303193358498583,230,12,11.407407407407407,16.160493827160494
gated_q90_left,high,12.0,17.0,2019,243,0.010096811340176972,-0.3922279829713273,0.9745526511073508,222,20,11.012345679012345,15.60082304526749
gated_q90_left,high,12.0,17.0,2021,242,0.01709311036634086,1.2672534599724803,1.396353818579772,208,33,10.363636363636363,14.681818181818182
gated_q90_left,high,12.0,17.0,2022,241,-0.003432397024102706,-0.6654064016631618,-1.1690367866971934,215,25,10.755186721991702,15.236514522821576
gated_q90_left,high,12.0,17.0,2024,160,0.061730000902598635,84.76450388984381,2.72465761754622,131,28,9.9,14.025
