strategy,num_days,mean_return,cumulative_return,sharpe
gated_q80_left,1372,0.01756685406252726,355.3073624621869,1.1233014743965788
selector_top1_gap,1372,0.014907313056029086,9.920655979103119,0.9749852884989778
timesnet_hbce_a01,1372,0.01387775185886735,4.304502715013061,0.9145242354513435
gated_q90_left,1372,0.013553247265933006,322.00443450585607,1.2723303829822636
dlinear_a01,1372,0.008203278377768745,27.41812409148794,1.0243940148464934
