top_k,strict_mean_return,strict_cumulative_return,strict_sharpe,rollover_mean_return,rollover_cumulative_return,rollover_sharpe,rollover_positive_rate
1,0.007553433725495867,-0.45311903520169705,0.8170489833954401,0.005624359311446282,-0.6382050408621992,0.6151359830488902,0.47107438016528924
3,0.0056793400097382915,1.2053272931053196,1.2775732000740727,0.007553433725495867,-0.45311903520169705,0.8170489833954401,0.49173553719008267
5,0.003843766328256197,0.8422955987159477,1.1796547756207783,0.007553433725495867,-0.45311903520169705,0.8170489833954401,0.49173553719008267
10,0.0018799620567975207,0.3149704595028846,0.7709938938890283,0.007553433725495867,-0.45311903520169705,0.8170489833954401,0.49173553719008267
