month,top1_mean,top3_mean,top5_mean,hit20,regret,max_prob
2018-01,-0.002612683293636363,-0.0018426568599999985,-0.003451337893727272,0.13636363636363635,0.16578284806636365,0.0005181844321272537
2018-02,0.02921147171333333,0.021571949335555552,0.021197402049333333,0.2,0.18028333762,0.0005310474770331388
2018-03,0.014129649590909088,0.004903361433333333,0.006180827537272727,0.22727272727272727,0.17670625222727274,0.000524236736092541
2018-04,-0.11964334387777778,-0.036237534468518524,-0.02873798680555556,0.1111111111111111,0.33301625054444445,0.0004814724980700426
2018-05,0.051010229918181826,0.01267145039848485,0.013426014282727274,0.13636363636363635,0.1840281269,0.0005024802102421611
2018-06,0.0035881664,0.0043134317016666635,-0.0012911460029999984,0.15,0.1932531113,0.0005189359620194807
2018-07,0.014292875483181817,0.014109718939848486,0.009738267626636363,0.09090909090909091,0.1959964976986364,0.000551158994738131
2018-08,-0.02525217085217391,-0.0074813708478260865,-0.003942386550434782,0.043478260869565216,0.2128585365043478,0.0005404835708838098
2018-09,-0.008414159178947368,0.0008055272070175437,0.002351537556842105,0.10526315789473684,0.1894591281263158,0.0006209432859429178
2018-10,0.05054237244444444,0.017974746948148154,0.011514065171111112,0.2777777777777778,0.20628106672222224,0.0006041933278697643
2018-11,0.052156469818181825,0.030552235609090907,0.02040615395518182,0.09090909090909091,0.1766268251818182,0.0004941637573942513
2018-12,0.024473583384210528,0.006388351935087718,-0.001290460732631579,0.3157894736842105,0.16096729398421053,0.0004819662180204518
