model,top1_mean,top1_sharpe,top1_cum,top3_mean,top3_sharpe,top3_cum,top5_mean,top5_sharpe,top5_cum,ic,rank_ic,num_days,dir
PatchTST,0.002745351055637002,0.750093154969136,0.29999077320098877,0.002223357791081071,1.0127017817328259,0.4801212549209595,0.0011621520388871431,0.7153883415284976,0.22255074977874756,0.005224437267564633,-0.009682340358883164,242,long_term_forecast_market_2021_stage2topheavy_topk_csrank_topq_v2_PatchTST_PatchTST_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_v2_0
TimesNet,0.011534013785421848,2.802192133093578,8.64448070526123,0.009439604356884956,3.703812556808071,6.991225719451904,0.00970731396228075,2.7867560875929223,6.793893337249756,0.02001554540971851,0.015441119325606661,242,long_term_forecast_market_2021_stage2topheavy_topk_csrank_topq_v2_TimesNet_TimesNet_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebfixed_dtTrue_stage2topheavy_topk_csrank_topq_v2_0
Transformer,0.05031484737992287,2.428760268786433,57.97273254394531,0.025006242096424103,3.1944586657174536,93.694580078125,0.01838279329240322,3.5655750489528732,40.42928695678711,0.020477595237007453,-0.011985379842766718,242,long_term_forecast_market_2021_stage2topheavy_topk_csrank_topq_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_v2_0
Transformer,0.0008050120086409152,0.25425550218697396,-0.09606409072875977,0.0006540853646583855,0.3454428059320298,0.05187869071960449,0.0019463447388261557,1.2510139144231438,0.48810458183288574,0.0033900091882788576,-0.010969519455067477,242,long_term_forecast_market_2021_stage2topheavy_topk_csrank_topq_v2_iTransformer_iTransformer_market_daily_ftMS_sl20_ll0_pl1_dm128_nh4_el2_dl1_df256_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_v2_0
