code,pick_count,mean_true,positive_rate,mean_log_amount,mean_avg_amount_20,mean_turnover_rate,mean_avg_turnover_20,mean_amplitude,mean_avg_amplitude_20,mean_ret_20,mean_ret_60,mean_vol_20,mean_vol_60,mean_market_cc_mean,mean_market_amount_top10_share
SH600198,64,0.018871598621875,0.53125,18.098851416045296,106300275.75078125,1.4878125,1.5879140625000001,15.59140625,12.1235234375,-0.15089362771492765,-0.42678960826682494,0.09945032975465246,0.09652696716800872,-0.0012236817563981426,0.7568052470199631
SZ000707,19,0.028261153578947363,0.5789473684210527,16.975611182509873,32411392.834210526,2.076842105263158,2.2788947368421053,13.433684210526316,11.342131578947368,-0.31707214398394196,0.08735439368389136,0.09701763511032696,0.09321319630742345,0.0019426779579194131,0.7681854107605228
SZ000816,19,-0.010482324210526318,0.3157894736842105,17.56957032703839,82934044.1631579,2.031052631578947,2.5944473684210525,7.95578947368421,8.733552631578947,-0.18907941128985123,-0.4486121017559414,0.06119494808832355,0.06781523194338897,-0.006815545678616571,0.7394461161154298
SH600595,10,-0.0057642792000000016,0.4,16.852269462180185,30391939.425,0.655,0.788,15.275,12.762350000000001,0.021648716995561222,-0.41733195289994934,0.09584490288957274,0.097692375612592,-0.0030539596151315162,0.715537146068399
SH600165,9,0.009576520155555554,0.4444444444444444,18.782642786653,253325330.19444445,5.545555555555556,7.480833333333333,6.452222222222222,6.543833333333334,-0.41897597201144426,-0.7697684658056121,0.049494832243134716,0.05218564520817525,-0.002963399756136245,0.7566369610302629
SH600870,8,-0.10336010749999999,0.125,17.65975531557186,39313618.49375,1.8287499999999999,1.077375,48.309999999999995,18.5018125,-0.5436666924065087,-0.5636492345051887,0.10958951306762868,0.08053361725950657,0.0011844620696012842,0.7467779135995701
SH603016,7,-0.011678909428571431,0.7142857142857143,18.27563415839929,89852374.78571428,5.832857142857143,5.199214285714286,5.997142857142857,4.527285714285715,-0.27726408237322225,-0.35560897068643343,0.04956761728802892,0.040887844469868276,-0.011660206055026863,0.7796124108298953
SH600604,5,0.0877014942,1.0,17.710288589302177,47447725.18,1.0959999999999999,0.8821,0.0,3.4528000000000008,1.3594545542550869,0.6330084146741886,0.0474586777882258,0.0452594616162054,0.015209825345472664,0.6914306213172179
SZ000411,5,-0.004722488474000001,0.6,18.65256531311245,44926300.03,4.65,1.3968,4.814,5.0576,-0.48989456242106166,-0.4384412872587128,0.03983709676694299,0.03444025389032838,-0.00020246651756295614,0.7586313621772655
SZ000820,5,0.02244546664,0.6,20.037452694031433,428678121.86,11.396,8.016200000000001,6.362,5.6983,-0.4697487463298179,-0.5875868976146995,0.05968001204301036,0.04479455966064605,-0.0025818357941261756,0.7566812345158598
SZ002243,5,0.060822256,0.8,16.172922268694542,70502310.37,0.35,2.7462000000000004,0.0,2.9349,0.38501176403581044,0.22292514822677206,0.04387457643155719,0.03995720658429106,-0.005053156660562734,0.7206450252455724
SH600727,4,-0.014653127249999998,0.25,16.98463443534625,53492420.4375,1.1125,1.834625,6.54,7.9948749999999995,-0.27670429904415844,-0.21419431170976339,0.058561791568922404,0.05224247513615789,-0.00036366007779150265,0.7642408201909577
SH600634,3,-0.06973185,0.0,18.572449863838518,189411620.38333333,4.13,4.392666666666667,6.3066666666666675,5.040833333333333,-0.39089503535050113,-0.7246413178144913,0.04303585656174642,0.04433049550928051,-0.01763198919435178,0.7388327040236337
SH600701,3,-0.013515235133333333,0.3333333333333333,17.990183258005022,37877701.916666664,3.733333333333333,2.0215,4.8999999999999995,2.321166666666666,-0.5877569434214114,-0.781214364318453,0.0300814648219563,0.04013530930295461,-0.003376471794383782,0.7839953750899707
SH603032,3,-0.001377342333333333,0.3333333333333333,18.2748872338008,180413517.46666667,6.3999999999999995,10.228333333333333,3.3000000000000003,5.625,-0.5247819814506207,-0.5555862111775535,0.05720099381760985,0.04365806563176743,0.008709869453988358,0.7416753084937152
SZ000737,3,-0.027341568333333333,0.3333333333333333,16.41467423685364,26760986.433333334,0.6766666666666666,1.1625,5.07,6.232666666666667,-0.07361183649381213,-0.30609292053695675,0.05388873700382213,0.0446461404548208,-0.0010496616137552353,0.7501760214633467
SZ002676,3,-0.022636584433333332,0.3333333333333333,19.808362844590448,244300155.15,10.81,4.6658333333333335,11.623333333333333,5.736,-0.4869912902185185,-0.5525127491324083,0.06669628311168425,0.04679955793319218,0.004758186619086349,0.7972700109888672
SZ002769,3,0.026853294666666666,0.6666666666666666,15.231540646641358,35323770.5,0.31,1.7604999999999997,0.0,4.1985,0.018171119245064798,-0.22187416964057935,0.049074644208665724,0.0381859786544789,-0.006187874097643626,0.694217322808314
SH600052,2,-0.006655761999999999,0.5,16.79149410518844,20428808.5,0.685,0.64625,23.700000000000003,9.656,-0.264503297749371,-0.4082980132450331,0.0730691148001108,0.05794525987129942,-0.012392586781630879,0.7487656754942034
SH600744,2,0.177227359,0.5,16.457119892191784,22022568.674999997,1.27,0.9212499999999997,7.16,16.548750000000002,0.4796204773443642,0.07496304330712111,0.11752858571252603,0.11843865142330876,0.0030541411056477542,0.7258825911411011
