top_k,strict_mean_return,strict_cumulative_return,strict_sharpe,rollover_mean_return,rollover_cumulative_return,rollover_sharpe,rollover_positive_rate
1,0.006755111960619833,-0.4315092329391147,0.7781645611171263,0.005034766976322314,-0.6041645489094848,0.5874712157610121,0.47107438016528924
3,0.006669129240730026,1.839625465313441,1.5129783085071908,0.006755111960619833,-0.4315092329391147,0.7781645611171263,0.49173553719008267
5,0.003738450506107437,0.7953460131293546,1.1465321858089872,0.006755111960619833,-0.4315092329391147,0.7781645611171263,0.49173553719008267
10,0.0017960206016157019,0.29481665902229914,0.7458715943642149,0.006755111960619833,-0.4315092329391147,0.7781645611171263,0.49173553719008267
