model,years,avg_top1_mean,avg_top1_sharpe,avg_top3_mean,avg_top5_mean,avg_ic,avg_rank_ic,avg_unique,avg_max_rep,avg_debias015_top1_mean,min_top1_mean,min_top1_sharpe
TimesNet,1,0.006778731025826446,2.458572766119794,0.005209352090082645,0.0032064864432975212,0.009093839765490138,0.0179452167138537,211.0,4.0,0.00686082382252066,0.006778731025826446,2.458572766119794
WPMixer,1,0.0002698812914876034,0.14714242581432938,0.0004603135400413221,0.00033655617228099167,0.00789975856610595,0.022560514775047967,230.0,2.0,-0.0008037337791735537,0.0002698812914876034,0.14714242581432938
