year,job_tag,topk_weight,head_concentration_weight,static_bias_weight,prediction_path,completed,top1_mean,top1_cum,top1_sharpe,top3_mean,top5_mean,ic,rank_ic,unique,max_rep,debias015_top1_mean,debias015_top1_sharpe,num_days,top1_mean_mainline,top1_cum_mainline,top1_sharpe_mainline,top3_mean_mainline,top5_mean_mainline,ic_mainline,rank_ic_mainline,unique_mainline,max_rep_mainline,debias015_top1_mean_mainline,debias015_top1_sharpe_mainline,num_days_mainline,delta_top1_mean_vs_mainline,delta_top1_sharpe_vs_mainline,delta_unique_vs_mainline,delta_max_rep_vs_mainline,delta_debias015_top1_mean_vs_mainline
2021,s2hg_tw080_hc020_sb000_fy,0.08,0.02,0.0,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc020_sb000_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc020_sb000_fy_0/top1_predictions.csv,True,0.044465966413636364,132.44427328439022,2.2736217828690624,0.017730853566666666,0.011911911771438015,0.020147308573883853,-0.009288104468495406,36.0,60.0,0.04296893893264463,2.199140176584968,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.031911133800000005,0.8921813017819995,-77.0,32.0,0.033611540280578514
2021,s2hg_tw080_hc000_sb020_fy,0.08,0.0,0.02,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc000_sb020_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc000_sb020_fy_0/top1_predictions.csv,True,0.04329976084793389,190.89871485577103,2.2818099442103326,0.014703412751336086,0.009962032398735535,0.018415947156398826,-0.010159162596882682,88.0,33.0,0.04044381027933885,2.1485903357640592,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.030744928234297527,0.9003694631232697,-25.0,5.0,0.031086411627272728
2021,s2hg_tw080_hc000_sb000_fy,0.08,0.0,0.0,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc000_sb000_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc000_sb000_fy_0/top1_predictions.csv,True,0.04219026905289257,47.1548071471572,2.140678307048498,0.01983195207424242,0.011839268579537189,0.020143429323769554,-0.00907755131390954,34.0,61.0,0.041356161674380165,2.131721262214401,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.029635436439256205,0.7592378259614352,-79.0,33.0,0.031998763022314046
2021,s2hg_tw080_hc010_sb020_fy,0.08,0.01,0.02,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc010_sb020_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc010_sb020_fy_0/top1_predictions.csv,True,0.041747126030578514,135.13337134233467,2.2055691348422486,0.015460092179242423,0.010320772881297518,0.01839432861858323,-0.010330480741286521,91.0,31.0,0.03379353328842975,1.9235573440424696,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.029192293416942152,0.8241286537551857,-22.0,3.0,0.024436134636363634
2021,s2hg_tw080_hc010_sb000_fy,0.08,0.01,0.0,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc010_sb000_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc010_sb000_fy_0/top1_predictions.csv,True,0.03973395648677686,26.441635551270444,2.0173941408419975,0.01749801951046832,0.011670840676396692,0.020034184121951355,-0.009204566065435845,34.0,63.0,0.041549523285950414,2.1402885551058977,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.0271791238731405,0.6359536597549347,-79.0,35.0,0.032192124633884295
2021,s2hg_tw080_hc020_sb020_fy,0.08,0.02,0.02,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc020_sb020_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc020_sb020_fy_0/top1_predictions.csv,True,0.03701036985289256,39.461721140964244,1.9560407610380415,0.013883079661198344,0.009855995196504132,0.018366007589633433,-0.01030334397495557,87.0,34.0,0.035053252225743806,1.861006456307516,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.0244555372392562,0.5746002799509786,-26.0,6.0,0.025695853573677686
2021,s2hg_tw080_hc010_sb010_fy,0.08,0.01,0.01,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc010_sb010_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc010_sb010_fy_0/top1_predictions.csv,True,0.036839908953719004,33.300930193146876,1.9262645016344522,0.014798819800055095,0.011859027294520659,0.01913231877996583,-0.009840965736745208,62.0,50.0,0.03927020680495868,2.074036601015063,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.024285076340082642,0.5448240205473893,-51.0,22.0,0.02991280815289256
2021,s2hg_tw080_hc020_sb010_fy,0.08,0.02,0.01,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc020_sb010_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc020_sb010_fy_0/top1_predictions.csv,True,0.036494154222727275,29.522079189541806,1.9048285442532975,0.014525871518099172,0.011502456479231404,0.01912050883064363,-0.009859953606386002,61.0,50.0,0.03800125422661157,1.9948617175961658,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.023939321609090913,0.5233880631662347,-52.0,22.0,0.02864385557454545
2021,s2hg_tw080_hc000_sb010_fy,0.08,0.0,0.01,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw080_hc000_sb010_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw080_hc000_sb010_fy_0/top1_predictions.csv,True,0.03549789385867769,23.120526133412806,1.854567399512948,0.013812641791597793,0.012623316762041323,0.01895329503098645,-0.009816485731470904,61.0,49.0,0.03644667150661157,1.9160811137477545,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.022943061245041325,0.47312691842588506,-52.0,21.0,0.027089272854545453
2021,s2hg_tw050_hc010_sb010_fy,0.05,0.01,0.01,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_csattn_transformer_fp32_s2hg_tw050_hc010_sb010_fy_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_s2hg_tw050_hc010_sb010_fy_0/top1_predictions.csv,True,0.035446437488595044,36.326336872450824,1.893860767767043,0.012471933881776857,0.00837968379790909,0.02091770956505487,0.0028046585492901522,88.0,30.0,0.02894798919710744,1.661523743488035,242.0,0.012554832613636362,1.5080622656923994,1.3814404810870629,0.011496116885055096,0.008340470801528926,0.01879958772356582,0.015642907902257024,113,28,0.009357398652066118,1.1269122494843975,242,0.02289160487495868,0.5124202866799801,-25.0,2.0,0.019590590545041323
