strategy,combo,size,variant_kind,variant_method,scenario,num_days,gross_mean_return,gross_cumulative_return,gross_sharpe,mean_return,cumulative_return,sharpe,switch_count,same_code_streak_days,avg_entry_cost_bps,avg_exit_cost_bps
patchtst+timemixer+timesnet::combo::zscore_mean,patchtst+timemixer+timesnet,3,combo,zscore_mean,base,2340,0.01509089881818294,-0.8679999136170008,0.7509691597888793,0.014458311792251521,-0.9696745757654257,0.7196832418494584,699,1640,2.393162393162393,3.888888888888889
patchtst+wpmixer+timesnet::combo::zscore_mean,patchtst+wpmixer+timesnet,3,combo,zscore_mean,base,2340,0.015063833469581506,-0.810749879722715,0.7512124795945447,0.014423358043110367,-0.9571568730677097,0.7194732016003064,706,1633,2.417094017094017,3.9277777777777776
patchtst+wpmixer+timemixer+timesnet::combo::zscore_mean,patchtst+wpmixer+timemixer+timesnet,4,combo,zscore_mean,base,2340,0.014951927505614415,-0.7914331945618838,0.7458037680278528,0.014385725391065465,-0.9440236352334146,0.7177553477149405,625,1714,2.14017094017094,3.477777777777778
itransformer+patchtst+wpmixer+timemixer::combo::zscore_mean,itransformer+patchtst+wpmixer+timemixer,4,combo,zscore_mean,base,2340,0.014848323827171429,-0.6371124510999815,0.7446823584968788,0.014330183028676773,-0.8909042314917865,0.7188885995521027,571,1768,1.9555555555555555,3.1777777777777776
itransformer+wpmixer::selector::top1_gap,itransformer+wpmixer,2,selector,top1_gap,base,2340,0.015108151118771831,0.10693947018569183,0.7593462125586804,0.014316289404339098,-0.8246766901253302,0.7197236337102068,876,1463,2.9982905982905983,4.872222222222222
itransformer+patchtst+wpmixer::combo::zscore_mean,itransformer+patchtst+wpmixer,3,combo,zscore_mean,base,2340,0.014759955050930484,-0.5526767524044138,0.7415700436205374,0.014215454119213837,-0.8732036900853216,0.7144147958377817,599,1740,2.051282051282051,3.3333333333333335
patchtst+timesnet::selector::top1_gap,patchtst+timesnet,2,selector,top1_gap,base,2340,0.015020835247217314,-0.621367476786683,0.7542383402384474,0.014159826049567297,-0.9485578163039711,0.7114854943071793,949,1390,3.247863247863248,5.277777777777778
wpmixer+timesnet::gated::gated_q50_left,wpmixer+timesnet,2,gated,gated_q50_left,base,2340,0.014862188490626007,0.7137855061178733,0.7515785365608122,0.014030127528210487,-0.7525307946045825,0.7097852628229184,920,1419,3.1487179487179486,5.116666666666666
itransformer+wpmixer::gated::gated_q50_left,itransformer+wpmixer,2,gated,gated_q50_left,base,2340,0.014913240020011292,-0.39698840770341715,0.7499110262359968,0.014018031191786889,-0.9237216483299472,0.7055813962242327,983,1356,3.364102564102564,5.466666666666667
itransformer+patchtst+wpmixer+timemixer::combo::mean,itransformer+patchtst+wpmixer+timemixer,4,combo,mean,base,2340,0.01452565008261142,-0.7922796830755225,0.72910647425955,0.01400338083832344,-0.938334867834504,0.7030704781894893,577,1762,1.9760683760683762,3.2111111111111112
itransformer+patchtst::selector::top1_gap,itransformer+patchtst,2,selector,top1_gap,base,2340,0.014516205540214253,-0.8899763676807106,0.7255056330695268,0.013780591257206284,-0.9800655916351617,0.6889350777516413,812,1527,2.7794871794871794,4.516666666666667
"patchtst+timemixer::weighted_rank::{""dominant"": ""timemixer"", ""weights"": [0.4, 0.6]}",patchtst+timemixer,2,weighted_rank,"{""dominant"": ""timemixer"", ""weights"": [0.4, 0.6]}",base,2340,0.013977314694606675,-0.9267495534016474,0.7035498016083277,0.013461433282126229,-0.9778858034612081,0.677757425029609,569,1770,1.9487179487179487,3.1666666666666665
itransformer+wpmixer::combo::rank_mean,itransformer+wpmixer,2,combo,rank_mean,base,2340,0.014210519499511978,11.300413418160453,0.7620932758057515,0.013433781809389454,1.0105893015584262,0.7205121170571974,861,1478,2.947008547008547,4.788888888888889
"itransformer+patchtst+wpmixer::weighted_rank::{""dominant"": ""itransformer"", ""weights"": [0.5, 0.25, 0.25]}",itransformer+patchtst+wpmixer,3,weighted_rank,"{""dominant"": ""itransformer"", ""weights"": [0.5, 0.25, 0.25]}",base,2340,0.014105137922178086,9.65553073478468,0.7574228137678857,0.013387693119374294,1.0092335833597392,0.7189839724921708,793,1546,2.7145299145299147,4.411111111111111
timemixer+timesnet::selector::top1_gap,timemixer+timesnet,2,selector,top1_gap,base,2340,0.014271516580509399,-0.8398286131807023,0.7205297033996457,0.01336904881005193,-0.9802849559146793,0.6754105031565178,996,1343,3.4085470085470084,5.538888888888889
itransformer+patchtst::combo::rank_mean,itransformer+patchtst,2,combo,rank_mean,base,2340,0.014043860591505478,12.1546461534653,0.7566731305671529,0.013351918052359846,1.6753795570883527,0.7200902888171333,757,1582,2.5914529914529916,4.211111111111111
itransformer+timesnet::combo::rank_mean,itransformer+timesnet,2,combo,rank_mean,base,2340,0.014189049717101037,4.119587034197533,0.757907183093142,0.013209578747359377,-0.4662249236506837,0.7062550246595805,1075,1264,3.6786324786324784,5.977777777777778
"itransformer+patchtst::weighted_rank::{""dominant"": ""itransformer"", ""weights"": [0.6, 0.4]}",itransformer+patchtst,2,weighted_rank,"{""dominant"": ""itransformer"", ""weights"": [0.6, 0.4]}",base,2340,0.013848291204083709,7.885092157820138,0.7451189008314637,0.013124254348651939,0.6683694536546576,0.7067994181305348,795,1544,2.7213675213675215,4.4222222222222225
