month,top1_mean,top3_mean,top5_mean,hit20,regret,max_prob
2023-01,0.02055213990625,0.00774947085,0.004188386984999999,0.1875,0.17908870759375,0.0003860853510563471
2023-02,-0.009749323314999999,-0.006582846371666666,-0.010477842812000001,0.1,0.20212257781499998,0.0003717036154505313
2023-03,0.001507721708695652,-0.006449064622608695,-0.004696447208347826,0.13043478260869565,0.16562699763913044,0.0003704451917477436
2023-04,-0.0011981989473684202,-0.00632861837368421,-0.00999287565578947,0.21052631578947367,0.18459922368421053,0.00037719601142584285
2023-05,0.013766121899999997,-0.010425483925,-0.0075765161479999996,0.15,0.1944432446,0.0003853880146963538
2023-06,0.07344867375,0.06419866086666667,0.041126360421,0.25,0.20471286225,0.0003985219959726471
2023-07,-0.025845763904761905,-0.006440111890476191,-0.0027800755733333343,0.09523809523809523,0.23546174295238098,0.00038561645852323916
2023-08,-0.015025429662608695,-0.013937056467246378,-0.0007769680516521734,0.13043478260869565,0.20620529966260867,0.0003785153910760556
2023-09,0.038104781365,0.009350717621666666,0.009892679069999999,0.45,0.17177353413500002,0.00037416936292073105
2023-10,0.007951496470588236,0.025894789617647056,0.009508996851764706,0.17647058823529413,0.22914157470588237,0.0003819764816253943
2023-11,0.017678633881818184,-0.0001845768272727289,-0.0002497819863636362,0.22727272727272727,0.19514838520909092,0.0003726455755826278
2023-12,0.015505648335,-0.004094247296666668,0.0011798902089999994,0.2,0.201807501665,0.00036760699073613146
