top_k,strict_mean_return,strict_cumulative_return,strict_sharpe,rollover_mean_return,rollover_cumulative_return,rollover_sharpe,rollover_positive_rate
1,0.010780180745477179,2.824386817212284,1.6075835944808259,0.010351664498174274,2.755999736648257,1.5967544476276727,0.4896265560165975
3,0.0036710016636237897,0.46155187496691386,0.8654561723494927,0.010780180745477179,2.824386817212284,1.6075835944808259,0.5145228215767634
5,0.002207172505643154,0.2782483475982034,0.7026164389192062,0.010780180745477179,2.824386817212284,1.6075835944808259,0.5145228215767634
10,-0.0010692685754813277,-0.32526957358940534,-0.5027985375053874,0.010780180745477179,2.824386817212284,1.6075835944808259,0.5145228215767634
