year,model,variant,prediction_path,days,top1_mean,top1_std,top1_positive_rate,top3_mean,top5_mean,avg_regret,median_regret,avg_gap,avg_score_std,avg_max_prob,avg_entropy,unique_top1,max_rep_top1,top_pick_counts,raw_top1_mean,raw_top1_sharpe,debias015_top1_mean,debias015_top1_sharpe,hit_true10_rate,hit_true20_rate,avg_overlap_pred10_true10,avg_overlap_pred10_true20,avg_overlap_pred20_true10,avg_overlap_pred20_true20,rollover_top1_mean_return,rollover_top1_sharpe,rollover_top3_mean_return,rollover_top3_sharpe,rollover_top5_mean_return,rollover_top5_sharpe,rollover_top10_mean_return,rollover_top10_sharpe
2018,Transformer,single_head_csrank_topq_v1,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2018_single_head_csrank_topq_v1_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_single_head_csrank_topq_v1_0/top1_predictions.csv,242,0.006755111960619833,0.13780385707008275,0.49173553719008267,0.006669129240730028,0.003738450506107438,0.197540488965,0.188145304,0.007946093553719013,0.007234364791843907,0.0005299404576487183,7.593281051624054,69,64,"[{'code': 'SH600198', 'pick_count': 64}, {'code': 'SZ000707', 'pick_count': 19}, {'code': 'SZ000816', 'pick_count': 19}, {'code': 'SH600595', 'pick_count': 10}, {'code': 'SH600165', 'pick_count': 9}, {'code': 'SH600870', 'pick_count': 8}, {'code': 'SH603016', 'pick_count': 7}, {'code': 'SH600604', 'pick_count': 5}, {'code': 'SZ000411', 'pick_count': 5}, {'code': 'SZ000820', 'pick_count': 5}, {'code': 'SZ002243', 'pick_count': 5}, {'code': 'SH600727', 'pick_count': 4}, {'code': 'SH600634', 'pick_count': 3}, {'code': 'SH600701', 'pick_count': 3}, {'code': 'SH603032', 'pick_count': 3}, {'code': 'SZ000737', 'pick_count': 3}, {'code': 'SZ002676', 'pick_count': 3}, {'code': 'SZ002769', 'pick_count': 3}, {'code': 'SH600052', 'pick_count': 2}, {'code': 'SH600744', 'pick_count': 2}]",0.006755111960619833,0.7781645611171263,0.005766633816942147,0.8181586880989625,0.10330578512396695,0.15289256198347106,0.5413223140495868,0.8760330578512396,0.8801652892561983,1.3636363636363635,0.005034766976322314,0.5874712157610121,0.006755111960619833,0.7781645611171263,0.006755111960619833,0.7781645611171263,0.006755111960619833,0.7781645611171263
2018,Transformer,stage2topheavy_topk_csrank_topq_headcand_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2018_stage2topheavy_topk_csrank_topq_headcand_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_headcand_v2_0/top1_predictions.csv,242,0.007553433725495867,0.14675624782656124,0.49173553719008267,0.005679340009738291,0.0038437663282561967,0.19674216720012394,0.187462777,0.007698079710743801,0.0072879440613075695,0.0005299907018244227,7.593280656723572,62,62,"[{'code': 'SH600198', 'pick_count': 62}, {'code': 'SZ000816', 'pick_count': 23}, {'code': 'SZ000707', 'pick_count': 19}, {'code': 'SH600595', 'pick_count': 11}, {'code': 'SH600165', 'pick_count': 10}, {'code': 'SH600870', 'pick_count': 8}, {'code': 'SH603016', 'pick_count': 6}, {'code': 'SZ002243', 'pick_count': 6}, {'code': 'SH600604', 'pick_count': 5}, {'code': 'SZ000820', 'pick_count': 5}, {'code': 'SH600727', 'pick_count': 4}, {'code': 'SZ000411', 'pick_count': 4}, {'code': 'SZ002769', 'pick_count': 4}, {'code': 'SH600634', 'pick_count': 3}, {'code': 'SH600744', 'pick_count': 3}, {'code': 'SH603032', 'pick_count': 3}, {'code': 'SZ000982', 'pick_count': 3}, {'code': 'SZ002382', 'pick_count': 3}, {'code': 'SZ002576', 'pick_count': 3}, {'code': 'SZ002607', 'pick_count': 3}]",0.007553433725495867,0.8170489833954401,0.008467165896694216,1.1045348713342187,0.1115702479338843,0.15289256198347106,0.5785123966942148,0.9049586776859504,0.9338842975206612,1.4421487603305785,0.005624359311446282,0.6151359830488902,0.007553433725495867,0.8170489833954401,0.007553433725495867,0.8170489833954401,0.007553433725495867,0.8170489833954401
2019,Transformer,single_head_csrank_topq_v1,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2019_single_head_csrank_topq_v1_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_single_head_csrank_topq_v1_0/top1_predictions.csv,243,0.016996767948971196,0.13089397107438638,0.5432098765432098,0.0048142816611797,0.005989769014444445,0.21286740961481482,0.18685346400000002,0.013634681810699592,0.006813572866998965,0.0004718076715268091,7.723321643385967,51,72,"[{'code': 'SZ000670', 'pick_count': 72}, {'code': 'SH600595', 'pick_count': 34}, {'code': 'SH600744', 'pick_count': 17}, {'code': 'SZ000707', 'pick_count': 17}, {'code': 'SZ002356', 'pick_count': 9}, {'code': 'SZ000760', 'pick_count': 8}, {'code': 'SH600052', 'pick_count': 7}, {'code': 'SH600614', 'pick_count': 7}, {'code': 'SH600712', 'pick_count': 6}, {'code': 'SH600198', 'pick_count': 5}, {'code': 'SH600517', 'pick_count': 3}, {'code': 'SZ002307', 'pick_count': 3}, {'code': 'SZ002552', 'pick_count': 3}, {'code': 'SZ002629', 'pick_count': 3}, {'code': 'SH600191', 'pick_count': 2}, {'code': 'SH600279', 'pick_count': 2}, {'code': 'SH600399', 'pick_count': 2}, {'code': 'SH600485', 'pick_count': 2}, {'code': 'SH600609', 'pick_count': 2}, {'code': 'SZ000816', 'pick_count': 2}]",0.016996767948971196,2.061327380432001,0.00945709780452675,1.2710440078258929,0.10699588477366255,0.13991769547325103,0.49794238683127573,0.8518518518518519,0.7777777777777778,1.2551440329218106,0.01283561248600823,1.6908686393726846,0.016996767948971196,2.061327380432001,0.016996767948971196,2.061327380432001,0.016996767948971196,2.061327380432001
2019,Transformer,stage2topheavy_topk_csrank_topq_headcand_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2019_stage2topheavy_topk_csrank_topq_headcand_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_headcand_v2_0/top1_predictions.csv,243,0.01466311591893004,0.13934888165665538,0.5308641975308642,0.004825166185596709,0.004440365083292181,0.21520106164485595,0.18713147130000002,0.012946459794238686,0.006699438727332576,0.0004715986129244206,7.723322473341268,47,72,"[{'code': 'SZ000670', 'pick_count': 72}, {'code': 'SH600595', 'pick_count': 37}, {'code': 'SH600744', 'pick_count': 16}, {'code': 'SZ000707', 'pick_count': 14}, {'code': 'SZ002356', 'pick_count': 9}, {'code': 'SH600052', 'pick_count': 8}, {'code': 'SZ000760', 'pick_count': 8}, {'code': 'SH600614', 'pick_count': 7}, {'code': 'SH600712', 'pick_count': 6}, {'code': 'SH600198', 'pick_count': 5}, {'code': 'SH600517', 'pick_count': 3}, {'code': 'SH600609', 'pick_count': 3}, {'code': 'SZ000816', 'pick_count': 3}, {'code': 'SZ000995', 'pick_count': 3}, {'code': 'SZ002552', 'pick_count': 3}, {'code': 'SZ002629', 'pick_count': 3}, {'code': 'SZ002668', 'pick_count': 3}, {'code': 'SZ002684', 'pick_count': 3}, {'code': 'SH600191', 'pick_count': 2}, {'code': 'SH600399', 'pick_count': 2}]",0.01466311591893004,1.6704098822574953,0.008135709016213992,1.0633878395867518,0.1111111111111111,0.1440329218106996,0.5102880658436214,0.8477366255144033,0.8189300411522634,1.300411522633745,0.014320259258436217,1.6552750423951796,0.01466311591893004,1.6704098822574953,0.01466311591893004,1.6704098822574953,0.01466311591893004,1.6704098822574953
2020,Transformer,single_head_csrank_topq_v1,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2020_single_head_csrank_topq_v1_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_single_head_csrank_topq_v1_0/top1_predictions.csv,242,0.015146047640495867,0.1883424947542905,0.45454545454545453,0.007188546766184572,0.0008145924905454554,0.27237783571487606,0.21938101599999998,0.014218905123966938,0.005839386377471407,0.00042260102719841836,7.830905762158967,52,60,"[{'code': 'SH600734', 'pick_count': 60}, {'code': 'SH600744', 'pick_count': 38}, {'code': 'SZ000509', 'pick_count': 29}, {'code': 'SZ000670', 'pick_count': 17}, {'code': 'SZ000816', 'pick_count': 15}, {'code': 'SZ000995', 'pick_count': 6}, {'code': 'SH600609', 'pick_count': 5}, {'code': 'SH600634', 'pick_count': 5}, {'code': 'SH600145', 'pick_count': 3}, {'code': 'SH600654', 'pick_count': 3}, {'code': 'SZ000692', 'pick_count': 3}, {'code': 'SZ002529', 'pick_count': 3}, {'code': 'SZ002890', 'pick_count': 3}, {'code': 'SZ002919', 'pick_count': 3}, {'code': 'SH600122', 'pick_count': 2}, {'code': 'SH600146', 'pick_count': 2}, {'code': 'SH600550', 'pick_count': 2}, {'code': 'SH600595', 'pick_count': 2}, {'code': 'SH600707', 'pick_count': 2}, {'code': 'SH603025', 'pick_count': 2}]",0.015146047640495867,1.2765895064064132,0.009879839849421486,0.9767419878365466,0.16115702479338842,0.2024793388429752,0.6074380165289256,0.8884297520661157,0.8347107438016529,1.2727272727272727,0.011817945323966945,1.0360703314276503,0.015146047640495867,1.2765895064064132,0.015146047640495867,1.2765895064064132,0.015146047640495867,1.2765895064064132
2020,Transformer,stage2topheavy_topk_csrank_topq_headcand_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2020_stage2topheavy_topk_csrank_topq_headcand_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_headcand_v2_0/top1_predictions.csv,242,0.01405106646033058,0.18723357222185993,0.45867768595041325,0.006255635605840221,0.0018588139039338854,0.27347281689504127,0.215628912,0.012933779999999997,0.005981794689401498,0.0004226323781568899,7.830904849280233,52,63,"[{'code': 'SH600734', 'pick_count': 63}, {'code': 'SH600744', 'pick_count': 38}, {'code': 'SZ000509', 'pick_count': 26}, {'code': 'SZ000670', 'pick_count': 18}, {'code': 'SZ000816', 'pick_count': 15}, {'code': 'SH600634', 'pick_count': 5}, {'code': 'SH600609', 'pick_count': 4}, {'code': 'SZ000995', 'pick_count': 4}, {'code': 'SZ002890', 'pick_count': 4}, {'code': 'SH600145', 'pick_count': 3}, {'code': 'SH600146', 'pick_count': 3}, {'code': 'SH600610', 'pick_count': 3}, {'code': 'SH600654', 'pick_count': 3}, {'code': 'SZ000760', 'pick_count': 3}, {'code': 'SZ002529', 'pick_count': 3}, {'code': 'SH600122', 'pick_count': 2}, {'code': 'SH600156', 'pick_count': 2}, {'code': 'SH600518', 'pick_count': 2}, {'code': 'SH603557', 'pick_count': 2}, {'code': 'SH603655', 'pick_count': 2}]",0.01405106646033058,1.1913128741214603,0.009010264281239671,0.8612450763294672,0.1652892561983471,0.21074380165289255,0.6074380165289256,0.8884297520661157,0.8512396694214877,1.3016528925619835,0.009639657509917354,0.8635034240722721,0.01405106646033058,1.1913128741214603,0.01405106646033058,1.1913128741214603,0.01405106646033058,1.1913128741214603
2021,Transformer,single_head_csrank_topq_v1,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_single_head_csrank_topq_v1_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_single_head_csrank_topq_v1_0/top1_predictions.csv,242,0.04892835781818182,0.32943235406111465,0.5950413223140496,0.02545227232203856,0.01701423044715702,0.21523617383471075,0.185652462,0.006202089752066119,0.004098257699451599,0.00042018052894825676,7.809953197081657,68,45,"[{'code': 'SH600734', 'pick_count': 45}, {'code': 'SH600198', 'pick_count': 21}, {'code': 'SH600191', 'pick_count': 13}, {'code': 'SH600766', 'pick_count': 12}, {'code': 'SZ000792', 'pick_count': 11}, {'code': 'SZ002265', 'pick_count': 8}, {'code': 'SH600744', 'pick_count': 6}, {'code': 'SH600995', 'pick_count': 6}, {'code': 'SZ002256', 'pick_count': 6}, {'code': 'SH600078', 'pick_count': 5}, {'code': 'SH600609', 'pick_count': 5}, {'code': 'SH600870', 'pick_count': 5}, {'code': 'SZ000537', 'pick_count': 5}, {'code': 'SH600052', 'pick_count': 4}, {'code': 'SH600683', 'pick_count': 4}, {'code': 'SH603518', 'pick_count': 4}, {'code': 'SZ000007', 'pick_count': 4}, {'code': 'SZ000995', 'pick_count': 4}, {'code': 'SZ002432', 'pick_count': 4}, {'code': 'SZ002772', 'pick_count': 4}]",0.04892835781818182,2.357733208348017,0.015987043905082644,1.4370735997879218,0.12396694214876033,0.1652892561983471,0.6611570247933884,0.9917355371900827,0.9297520661157025,1.43801652892562,0.0435344450107438,2.1097822945089786,0.04892835781818182,2.357733208348017,0.04892835781818182,2.357733208348017,0.04892835781818182,2.357733208348017
2021,Transformer,stage2topheavy_topk_csrank_topq_headcand_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2021_stage2topheavy_topk_csrank_topq_headcand_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_headcand_v2_0/top1_predictions.csv,242,0.04985762513719008,0.32902433130218456,0.6198347107438017,0.023577453071763087,0.01744857461850413,0.21430690651570247,0.1833621803,0.006641102768595042,0.004367298906272161,0.000420690354800923,7.8099520438353585,70,41,"[{'code': 'SH600734', 'pick_count': 41}, {'code': 'SH600198', 'pick_count': 24}, {'code': 'SH600191', 'pick_count': 15}, {'code': 'SH600766', 'pick_count': 12}, {'code': 'SZ000792', 'pick_count': 12}, {'code': 'SZ002265', 'pick_count': 8}, {'code': 'SH600995', 'pick_count': 7}, {'code': 'SZ002256', 'pick_count': 6}, {'code': 'SH600078', 'pick_count': 5}, {'code': 'SH600744', 'pick_count': 5}, {'code': 'SH600870', 'pick_count': 5}, {'code': 'SZ000007', 'pick_count': 5}, {'code': 'SZ000537', 'pick_count': 5}, {'code': 'SH600609', 'pick_count': 4}, {'code': 'SH600683', 'pick_count': 4}, {'code': 'SH603518', 'pick_count': 4}, {'code': 'SZ002096', 'pick_count': 4}, {'code': 'SZ002432', 'pick_count': 4}, {'code': 'SH600052', 'pick_count': 3}, {'code': 'SH600112', 'pick_count': 3}]",0.04985762513719008,2.4054915917839,0.01951835139971074,1.76556689056305,0.11983471074380166,0.18181818181818182,0.6322314049586777,0.9669421487603306,0.9256198347107438,1.4545454545454546,0.04537517931157026,2.201928556397752,0.04985762513719008,2.4054915917839,0.04985762513719008,2.4054915917839,0.04985762513719008,2.4054915917839
2022,Transformer,single_head_csrank_topq_v1,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2022_single_head_csrank_topq_v1_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_single_head_csrank_topq_v1_0/top1_predictions.csv,241,0.0026503566829875515,0.09778937326907237,0.47717842323651455,0.0021633725484508986,0.00018418166765975133,0.22783846564066387,0.222929147,0.00360666987551867,0.0031541655842593583,0.00037472040772961086,7.9132296971771385,80,51,"[{'code': 'SH600136', 'pick_count': 51}, {'code': 'SH600734', 'pick_count': 21}, {'code': 'SZ000670', 'pick_count': 17}, {'code': 'SZ000889', 'pick_count': 15}, {'code': 'SH600198', 'pick_count': 13}, {'code': 'SZ002684', 'pick_count': 7}, {'code': 'SH600052', 'pick_count': 4}, {'code': 'SZ000755', 'pick_count': 4}, {'code': 'SZ000815', 'pick_count': 4}, {'code': 'SH600291', 'pick_count': 3}, {'code': 'SH600856', 'pick_count': 3}, {'code': 'SZ000797', 'pick_count': 3}, {'code': 'SZ002613', 'pick_count': 3}, {'code': 'SZ002800', 'pick_count': 3}, {'code': 'SZ003005', 'pick_count': 3}, {'code': 'SH600090', 'pick_count': 2}, {'code': 'SH600601', 'pick_count': 2}, {'code': 'SH600858', 'pick_count': 2}, {'code': 'SH603029', 'pick_count': 2}, {'code': 'SH603778', 'pick_count': 2}]",0.0026503566829875515,0.43024212760881914,-0.001943702794439834,-0.3655214262900059,0.08713692946058091,0.12863070539419086,0.5186721991701245,0.9087136929460581,0.950207468879668,1.5684647302904564,0.005776513321991701,0.9587042647897953,0.0026503566829875515,0.43024212760881914,0.0026503566829875515,0.43024212760881914,0.0026503566829875515,0.43024212760881914
2022,Transformer,stage2topheavy_topk_csrank_topq_headcand_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2022_stage2topheavy_topk_csrank_topq_headcand_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_headcand_v2_0/top1_predictions.csv,241,0.0057256789630705405,0.09968755734596998,0.48132780082987553,0.0022718425113139695,-0.00022066709839834123,0.2247631433605809,0.22418569,0.004317055643153528,0.003551564587498804,0.00037563197148228125,7.913228337284717,78,51,"[{'code': 'SH600136', 'pick_count': 51}, {'code': 'SH600734', 'pick_count': 19}, {'code': 'SZ000670', 'pick_count': 18}, {'code': 'SH600198', 'pick_count': 12}, {'code': 'SZ000889', 'pick_count': 12}, {'code': 'SZ000611', 'pick_count': 7}, {'code': 'SH600856', 'pick_count': 5}, {'code': 'SZ000815', 'pick_count': 5}, {'code': 'SZ003005', 'pick_count': 5}, {'code': 'SH600052', 'pick_count': 4}, {'code': 'SH600090', 'pick_count': 4}, {'code': 'SZ000755', 'pick_count': 4}, {'code': 'SH600291', 'pick_count': 3}, {'code': 'SZ000692', 'pick_count': 3}, {'code': 'SZ000797', 'pick_count': 3}, {'code': 'SZ002864', 'pick_count': 3}, {'code': 'SZ002909', 'pick_count': 3}, {'code': 'SH600601', 'pick_count': 2}, {'code': 'SH600652', 'pick_count': 2}, {'code': 'SH600858', 'pick_count': 2}]",0.0057256789630705405,0.9117721224147081,-0.0015164499319502082,-0.29147685786632,0.0954356846473029,0.13278008298755187,0.5145228215767634,0.8672199170124482,0.970954356846473,1.5850622406639003,0.008815090805394192,1.4414925859208165,0.0057256789630705405,0.9117721224147081,0.0057256789630705405,0.9117721224147081,0.0057256789630705405,0.9117721224147081
