month,top1_mean,top3_mean,top5_mean,hit20,regret,max_prob
2019-01,0.00863887961818182,-0.0021056649348484818,-0.002145817602272726,0.09090909090909091,0.20243675492727273,0.0005371894597073949
2019-02,0.016686592533333332,0.01735820646,0.02058374906,0.13333333333333333,0.20517455413333333,0.00048149527031821624
2019-03,0.05869318804761904,0.029617383677777775,0.028688817157142856,0.14285714285714285,0.16995796814285713,0.0003880088528081962
2019-04,-0.025004677190476193,0.0024952847158730166,0.0002225710352380948,0.047619047619047616,0.3933755824285714,0.0003770274443192328
2019-05,-0.0122962186,-0.023207202578333336,-0.005426981849999999,0.05,0.31290273960000003,0.0004159738330344437
2019-06,0.018098998,0.009140508649122808,0.010853508905263157,0.2631578947368421,0.19501373989473683,0.0004791075859721375
2019-07,-0.018287278695652175,-0.012064596724637684,-0.00711301604,0.043478260869565216,0.18923618756521737,0.0004743082507154751
2019-08,0.0016861954090909086,-0.012470807843939393,-0.007267722217272727,0.09090909090909091,0.20817471731818182,0.0005298826991614119
2019-09,0.05232772426,0.012407245850000003,0.010687358187000003,0.2,0.20802530474000003,0.00046127288513093544
2019-10,0.012124734222222223,-0.0033947196666666664,-0.003770416447777777,0.1111111111111111,0.17394503355555557,0.00047353015835007524
2019-11,0.0458977659047619,0.018345007963492064,0.018511220456190476,0.2857142857142857,0.14448842761904762,0.0005102927392832293
2019-12,0.049490637133333334,0.02626136634761905,0.01323920943142857,0.23809523809523808,0.1497230204857143,0.0005280346072842062
