family,w_itrans,num_days,mean_return,cumulative_return,sharpe,switch_count,same_code_streak_days,avg_entry_cost_bps,avg_exit_cost_bps
weighted_rank,0.3,2340,0.01194443828170067,-0.5416149434779187,0.6612719146756836,699,1640,2.393162393162393,3.888888888888889
weighted_rank,0.4,2340,0.012309452013323112,0.14931830196478213,0.6813685388243519,727,1612,2.488888888888889,4.044444444444444
weighted_rank,0.5,2340,0.013445824267108329,2.2190258077430594,0.7245291182856142,766,1573,2.6222222222222222,4.261111111111111
weighted_rank,0.6,2340,0.013230487907256143,1.0955660269560181,0.7124581884320121,799,1540,2.735042735042735,4.444444444444445
weighted_rank,0.7,2340,0.01272216693406605,-0.3360922277018893,0.6855254387643219,819,1520,2.8034188034188032,4.555555555555555
