name,prediction_path,num_days,mean_return,cumulative_return,sharpe,top_picks,ic,rank_ic,score_debias,top1_mean_return,top1_cumulative_return,top1_sharpe,top1_num_days,top3_mean_return,top3_cumulative_return,top3_sharpe,top3_num_days,top5_mean_return,top5_cumulative_return,top5_sharpe,top5_num_days,top10_mean_return,top10_cumulative_return,top10_sharpe,top10_num_days,top20_mean_return,top20_cumulative_return,top20_sharpe,top20_num_days,top_pick_unique,top_pick_max_rep
2021_headreg,test_results/long_term_forecast_market_2021_csattn_transformer_fp32_headreg_lossstop_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_headreg_lossstop_0/top1_predictions.csv,34,0.022514674764705877,0.7877845333266138,3.0036679522376706,"[(Timestamp('2021-01-04 00:00:00'), 'SZ002858'), (Timestamp('2021-01-05 00:00:00'), 'SZ002795'), (Timestamp('2021-01-06 00:00:00'), 'SH603617'), (Timestamp('2021-01-07 00:00:00'), 'SH603617'), (Timestamp('2021-01-08 00:00:00'), 'SZ002144'), (Timestamp('2021-01-11 00:00:00'), 'SZ002144'), (Timestamp('2021-01-12 00:00:00'), 'SZ002144'), (Timestamp('2021-01-13 00:00:00'), 'SZ002144'), (Timestamp('2021-01-14 00:00:00'), 'SH601888'), (Timestamp('2021-01-15 00:00:00'), 'SZ002144'), (Timestamp('2021-01-18 00:00:00'), 'SZ002166'), (Timestamp('2021-01-19 00:00:00'), 'SZ002096'), (Timestamp('2021-01-20 00:00:00'), 'SH603377'), (Timestamp('2021-01-21 00:00:00'), 'SH603377'), (Timestamp('2021-01-22 00:00:00'), 'SH603377'), (Timestamp('2021-01-25 00:00:00'), 'SH603377'), (Timestamp('2021-01-26 00:00:00'), 'SH603377'), (Timestamp('2021-01-27 00:00:00'), 'SH603259'), (Timestamp('2021-01-28 00:00:00'), 'SH603377'), (Timestamp('2021-01-29 00:00:00'), 'SZ000667'), (Timestamp('2021-02-01 00:00:00'), 'SH603377'), (Timestamp('2021-02-02 00:00:00'), 'SH600291'), (Timestamp('2021-02-03 00:00:00'), 'SH600291'), (Timestamp('2021-02-04 00:00:00'), 'SH600291'), (Timestamp('2021-02-05 00:00:00'), 'SH600291'), (Timestamp('2021-02-08 00:00:00'), 'SH603439'), (Timestamp('2021-02-09 00:00:00'), 'SH600198'), (Timestamp('2021-02-10 00:00:00'), 'SH603976'), (Timestamp('2021-02-18 00:00:00'), 'SH600695'), (Timestamp('2021-02-19 00:00:00'), 'SH600695'), (Timestamp('2021-02-22 00:00:00'), 'SH603976'), (Timestamp('2021-02-23 00:00:00'), 'SH603976'), (Timestamp('2021-02-24 00:00:00'), 'SZ000333'), (Timestamp('2021-02-25 00:00:00'), 'SH600340')]",0.02599954068390047,0.020664131482263728,none,0.022514674764705877,0.7877845333266138,3.0036679522376706,34,0.005112027576470588,0.15549150482109075,1.880308800027393,34,3.58733061764705e-05,-0.01776646549425087,0.01658249828915108,34,-0.001798682466176471,-0.06856130321463594,-1.1795552768516007,34,-0.0021858378946176473,-0.07833183036621738,-1.6912762222887903,34,17,7
