date,left_gap,right_gap,selected_source,confidence_edge,left_code,left_pred,left_true,right_code,right_pred,right_true,selected_code,selected_pred,selected_true,fold_year,disagreement,selected_is_left,selected_matches_left_pick,selected_matches_right_pick,top1_change_vs_left,top1_change_vs_right,selected_return,left_return,right_return,selector_alpha_vs_left,selector_alpha_vs_right,switch_from_prev,is_top_decile_day,is_bottom_decile_day
2015-01-29,0.000531241,0.04398146399999999,right,-0.04345022299999999,SZ000547,0.008751201,0.03205596,SZ000627,0.09372325,0.04857055,SZ000627,0.09372325,0.04857055,2015,True,False,False,True,True,False,0.04857055,0.03205596,0.04857055,0.016514589999999996,0.0,False,False,False
2015-01-30,0.042222776000000004,0.020210230000000003,left,0.022012546,SH600381,0.056097183,0.019712826,SZ000627,0.07295411,0.019251442,SH600381,0.056097183,0.019712826,2015,True,True,True,False,False,True,0.019712826,0.019712826,0.019251442,0.0,0.0004613839999999987,True,False,False
2015-02-02,0.002576156999999999,0.011308890000000002,right,-0.008732733000000003,SH600234,0.016348682,0.050563842,SZ000627,0.0739322,-0.007526366,SZ000627,0.0739322,-0.007526366,2015,True,False,False,True,True,False,-0.007526366,0.050563842,-0.007526366,-0.058090208,0.0,True,False,False
2015-02-03,0.0006695089999999987,0.008962669999999999,right,-0.008293161,SZ002306,0.01019938,0.004794247,SZ000627,0.07034356,-0.0775733,SZ000627,0.07034356,-0.0775733,2015,True,False,False,True,True,False,-0.0775733,0.004794247,-0.0775733,-0.082367547,0.0,False,False,False
2015-02-04,0.0017101604000000006,0.0024334879999999975,right,-0.0007233275999999969,SZ000627,0.009020461,0.051002774,SZ000627,0.04992439,0.051002774,SZ000627,0.04992439,0.051002774,2015,False,False,True,True,False,False,0.051002774,0.051002774,0.051002774,0.0,0.0,False,False,False
2015-02-05,0.002794475499999999,0.00018882600000000305,left,0.002605649499999996,SH600495,0.0116621135,-0.017915905,SH601519,0.056283336,0.096553005,SH600495,0.0116621135,-0.017915905,2015,True,True,True,False,False,True,-0.017915905,-0.017915905,0.096553005,0.0,-0.11446891,True,False,False
2015-02-06,2.1832000000000275e-05,0.015349154999999996,right,-0.015327322999999997,SH600839,0.00749951,0.013895544,SH601519,0.069482245,-0.049349334,SH601519,0.069482245,-0.049349334,2015,True,False,False,True,True,False,-0.049349334,0.013895544,-0.049349334,-0.063244878,0.0,True,False,False
2015-02-09,0.0033402715000000003,0.005359093999999995,right,-0.0020188224999999945,SZ002240,0.011465627,0.04837994,SH601519,0.07228085,0.1744,SH601519,0.07228085,0.1744,2015,True,False,False,True,True,False,0.1744,0.04837994,0.1744,0.12602006,0.0,False,True,False
2015-02-10,0.061085485999999994,0.027395402999999992,left,0.033690083,SH600381,0.073853746,-0.011599045,SH601519,0.07536185,0.0021192858,SH600381,0.073853746,-0.011599045,2015,True,True,True,False,False,True,-0.011599045,-0.011599045,0.0021192858,0.0,-0.013718330800000001,True,False,False
2015-02-11,0.003136507,0.015425229999999998,right,-0.012288722999999998,SZ000059,0.011094485,0.017928287,SH601519,0.05624469,0.012537764,SH601519,0.05624469,0.012537764,2015,True,False,False,True,True,False,0.012537764,0.017928287,0.012537764,-0.005390523000000001,0.0,True,False,False
2015-02-12,0.049623771,0.03592264500000001,left,0.013701125999999987,SH600381,0.057989277,0.16461022,SH601519,0.07412651,7.2229755e-13,SH600381,0.057989277,0.16461022,2015,True,True,True,False,False,True,0.16461022,0.16461022,7.2229755e-13,0.0,0.1646102199992777,True,True,False
