year,model,variant,prediction_path,days,top1_mean,top1_std,top1_positive_rate,top3_mean,top5_mean,avg_regret,median_regret,avg_gap,avg_score_std,avg_max_prob,avg_entropy,unique_top1,max_rep_top1,top_pick_counts,raw_top1_mean,raw_top1_sharpe,debias015_top1_mean,debias015_top1_sharpe,hit_true10_rate,hit_true20_rate,avg_overlap_pred10_true10,avg_overlap_pred10_true20,avg_overlap_pred20_true10,avg_overlap_pred20_true20,rollover_top1_mean_return,rollover_top1_sharpe,rollover_top3_mean_return,rollover_top3_sharpe,rollover_top5_mean_return,rollover_top5_sharpe,rollover_top10_mean_return,rollover_top10_sharpe
2025,Transformer,single_head_csrank_topq_v1,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2025_single_head_csrank_topq_v1_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_single_head_csrank_topq_v1_0/top1_predictions.csv,242,-0.015172266334876032,0.09489336168261198,0.3925619834710744,-0.010369820899641873,-0.010008432958380166,0.23007030951669422,0.235876687,0.004041571694214873,0.004274302598063483,0.0003657213720997853,7.940955304572406,113,43,"[{'code': 'SH600200', 'pick_count': 43}, {'code': 'SH600076', 'pick_count': 16}, {'code': 'SH600136', 'pick_count': 14}, {'code': 'SH600744', 'pick_count': 8}, {'code': 'SZ000856', 'pick_count': 6}, {'code': 'SH600610', 'pick_count': 5}, {'code': 'SZ000565', 'pick_count': 5}, {'code': 'SZ002969', 'pick_count': 4}, {'code': 'SH600110', 'pick_count': 3}, {'code': 'SH600117', 'pick_count': 3}, {'code': 'SH603316', 'pick_count': 3}, {'code': 'SH603778', 'pick_count': 3}, {'code': 'SZ000592', 'pick_count': 3}, {'code': 'SZ000609', 'pick_count': 3}, {'code': 'SZ000889', 'pick_count': 3}, {'code': 'SZ002105', 'pick_count': 3}, {'code': 'SZ002451', 'pick_count': 3}, {'code': 'SH600448', 'pick_count': 2}, {'code': 'SH600749', 'pick_count': 2}, {'code': 'SH603177', 'pick_count': 2}]",-0.015172266334876032,-2.5381360404270477,-0.01043967516710744,-1.7712853898715568,0.049586776859504134,0.10330578512396695,0.5371900826446281,0.9752066115702479,1.037190082644628,1.8429752066115703,-0.015015174537355371,-2.5457174985509803,-0.015172266334876032,-2.5381360404270477,-0.015172266334876032,-2.5381360404270477,-0.015172266334876032,-2.5381360404270477
2025,Transformer,stage2topheavy_topk_csrank_topq_headcand_v2,/huanghb28/aigc/cv_banc/zsw/zhuangcailin/project/Time-Series-Library2/test_results/long_term_forecast_market_2025_stage2topheavy_topk_csrank_topq_headcand_v2_Transformer_Transformer_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_stage2topheavy_topk_csrank_topq_headcand_v2_0/top1_predictions.csv,242,-0.015498130512396693,0.09308273166494564,0.38016528925619836,-0.01015304508325069,-0.008578598543256198,0.2303961736942149,0.237041212,0.003927166280991735,0.004554267257896157,0.0003666467118912068,7.940954025576538,108,41,"[{'code': 'SH600200', 'pick_count': 41}, {'code': 'SH600076', 'pick_count': 17}, {'code': 'SH600136', 'pick_count': 12}, {'code': 'SH600744', 'pick_count': 10}, {'code': 'SZ000565', 'pick_count': 6}, {'code': 'SZ000856', 'pick_count': 6}, {'code': 'SH600610', 'pick_count': 5}, {'code': 'SH605255', 'pick_count': 5}, {'code': 'SZ002969', 'pick_count': 4}, {'code': 'SH603316', 'pick_count': 3}, {'code': 'SH603778', 'pick_count': 3}, {'code': 'SZ000592', 'pick_count': 3}, {'code': 'SZ000609', 'pick_count': 3}, {'code': 'SZ000632', 'pick_count': 3}, {'code': 'SZ000889', 'pick_count': 3}, {'code': 'SZ002235', 'pick_count': 3}, {'code': 'SZ002451', 'pick_count': 3}, {'code': 'SZ002702', 'pick_count': 3}, {'code': 'SH600110', 'pick_count': 2}, {'code': 'SH600117', 'pick_count': 2}]",-0.015498130512396693,-2.643080948880163,-0.009991944052066116,-1.7035930386947955,0.049586776859504134,0.10330578512396695,0.5371900826446281,0.9628099173553719,1.0537190082644627,1.859504132231405,-0.014403357512396693,-2.493100299159132,-0.015498130512396693,-2.643080948880163,-0.015498130512396693,-2.643080948880163,-0.015498130512396693,-2.643080948880163
