year,top1_mean,top1_cum,top1_sharpe,top1_pos,top3_mean,top3_cum,top3_sharpe,top5_mean,top5_cum,top5_sharpe,ic,rank_ic,debias015_top1_mean,debias015_top1_sharpe,hit_true20_rate,avg_overlap_pred20_true20,avg_regret,unique_top1,max_rep_top1
2018,-0.0015686051653305787,-0.8910875739601599,-0.19231209243568462,0.44214876033057854,-0.001795228953911846,-0.5110687475871943,-0.5687470766246938,-0.002746032472198347,-0.5456398096454522,-1.334728116269245,-0.003972667200638508,-0.016393083315060807,-0.006271140311570249,-1.4455172999197579,0.05785123966942149,0.5041322314049587,0.2087226942364463,163,8
2019,0.0058404459074074076,-0.8290450120065196,0.6554538686595723,0.5349794238683128,0.0014744629209053498,0.03490269065415852,0.4559493954388617,0.002175078632378601,0.457007385927088,0.9768480583031912,0.004008862465690672,-0.009495133309169875,-0.006108073270781893,-0.7784529874539872,0.10699588477366255,0.4691358024691358,0.2222687179303292,135,33
2020,0.005703248257355371,-0.12278806226214012,0.701959568482534,0.48760330578512395,0.0036136670361101926,0.6064486946994949,0.9338806792574122,0.011983824224938844,4.280969829771014,1.3195390709140842,0.006525927711736806,-0.005597051905769417,0.0032986617680165298,0.7256064372207754,0.07851239669421488,0.5619834710743802,0.2853933476432231,80,51
2021,0.012563253104880167,-0.8269378452026495,0.746539285774324,0.47107438016528924,0.010161678906980717,3.244456817887971,1.5198377211886962,0.008239940662214876,3.4611299413437884,1.841841588307734,0.00994130448438542,0.001495243841181731,0.006428476146404962,0.7725482840770759,0.06198347107438017,0.4380165289256198,0.24967077363638016,49,87
2022,0.0006748614894190863,-0.18975087385391043,0.19059106794465958,0.4854771784232365,0.00016382548521438458,-0.07475204956245995,0.08326265327337999,0.00010726153219087106,-0.0570333406538448,0.06429476152991288,-0.0035294573823835282,-0.0175413230510972,0.0019234953236514519,0.5344960752559276,0.03734439834024896,0.38589211618257263,0.23108291645211615,162,33
2023,0.0014055342623236521,0.1031407186654123,0.48855342984888184,0.43983402489626555,0.0007900040147123095,0.07612311117015813,0.40192059719465095,6.99661217360996e-05,-0.0722046518257684,0.03985392792989653,-0.0013625615014262254,-0.0042127129104142826,-0.0018223559068464728,-0.6318365631347896,0.05394190871369295,0.33195020746887965,0.21032552075182576,100,41
2024,-0.0025123035508298765,-0.9828775355377524,-0.22596373129585517,0.45228215767634855,0.006251875761410789,0.49202286760782243,0.9199594206899584,0.00362784713273859,0.40438340998995304,0.8102873357298741,0.0012162290316840095,-0.016322417027217054,0.003033917672821574,0.2983220946985782,0.07468879668049792,0.5975103734439834,0.34772250461917015,169,21
2025,0.0014152322144628108,-0.04785844289998242,0.38596124019825706,0.4628099173553719,0.004227893768429752,1.388231395263427,1.896917270936005,0.004166974505033058,1.4714680158608746,2.2765844851350847,0.004368619768908423,-0.0023940192313650806,0.0022604034991735543,0.6707695428284745,0.04132231404958678,0.3884297520661157,0.20728893813801655,166,8
