year,top1_mean,top1_cum,top1_sharpe,top1_pos,top3_mean,top3_cum,top3_sharpe,top3_pos,top5_mean,top5_cum,top5_sharpe,top5_pos
2018,-0.0015686051653305787,-0.8910875739601599,-0.19231209243568462,0.44214876033057854,-0.001795228953911846,-0.5110687475871943,-0.5687470766246938,0.41735537190082644,-0.002746032472198347,-0.5456398096454522,-1.334728116269245,0.4214876033057851
2019,0.0058404459074074076,-0.8290450120065196,0.6554538686595723,0.5349794238683128,0.0014744629209053498,0.03490269065415852,0.4559493954388617,0.4897119341563786,0.002175078632378601,0.457007385927088,0.9768480583031912,0.51440329218107
2020,0.005703248257355371,-0.12278806226214012,0.701959568482534,0.48760330578512395,0.0036136670361101926,0.6064486946994949,0.9338806792574122,0.45867768595041325,0.011983824224938844,4.280969829771014,1.3195390709140842,0.49586776859504134
2021,0.012563253104880167,-0.8269378452026495,0.746539285774324,0.47107438016528924,0.010161678906980717,3.244456817887971,1.5198377211886962,0.5247933884297521,0.008239940662214876,3.4611299413437884,1.841841588307734,0.5495867768595041
2022,0.0006748614894190863,-0.18975087385391043,0.19059106794465958,0.4854771784232365,0.00016382548521438458,-0.07475204956245995,0.08326265327337999,0.4896265560165975,0.00010726153219087106,-0.0570333406538448,0.06429476152991288,0.5352697095435685
2023,0.0014055342623236521,0.1031407186654123,0.48855342984888184,0.43983402489626555,0.0007900040147123095,0.07612311117015813,0.40192059719465095,0.4979253112033195,6.99661217360996e-05,-0.0722046518257684,0.03985392792989653,0.4605809128630705
2024,-0.0025123035508298765,-0.9828775355377524,-0.22596373129585517,0.45228215767634855,0.006251875761410789,0.49202286760782243,0.9199594206899584,0.5062240663900415,0.00362784713273859,0.40438340998995304,0.8102873357298741,0.5269709543568465
2025,0.0014152322144628108,-0.04785844289998242,0.38596124019825706,0.4628099173553719,0.004227893768429752,1.388231395263427,1.896917270936005,0.5702479338842975,0.004166974505033058,1.4714680158608746,2.2765844851350847,0.5867768595041323
