month,top1_mean,top3_mean,top5_mean,hit20,regret,max_prob
2020-01,-0.05340816573125,-0.029697243266666666,-0.023857114944999997,0.0625,0.27160386073125,0.00042488357100931256
2020-02,0.034364830365,0.026404860908333334,0.018888847135,0.15,0.224873327135,0.00042349967780622416
2020-03,-0.012895585818181817,0.006714541634848483,0.001088842526363636,0.09090909090909091,0.7311272206363636,0.0003962486308193331
2020-04,0.013859588828571428,-0.01406765755873016,-0.022545555229523808,0.23809523809523808,0.29853793117142857,0.0004344963490746259
2020-05,0.040865181055555554,0.024830045253703706,0.016661472621111114,0.2777777777777778,0.33377097727777777,0.00045898164070930724
2020-06,0.03652701435,0.015902234100000003,0.009941007906700002,0.4,0.20328614465,0.0004449835593364119
2020-07,0.04087578356521739,0.014987147481159419,0.011900734549565218,0.21739130434782608,0.21749115860869564,0.0004035507569123704
2020-08,0.005400040690476193,0.00210384859047619,-0.001951651839047618,0.23809523809523808,0.2163959574047619,0.0003848291267118464
2020-09,0.014650569254545458,-0.0006124535984848453,-0.0018481793163636344,0.3181818181818182,0.1801676271090909,0.0003958018343787106
2020-10,0.006085639787500002,-0.002123465591666665,-0.003690386884999999,0.0625,0.1648875315875,0.0004442126515236246
2020-11,0.029363479747619044,0.01600450300952381,0.012206896387619046,0.23809523809523808,0.18943664901428572,0.00044408434715849235
2020-12,0.00019410877272727325,0.007550342721818181,0.0006897465935454553,0.18181818181818182,0.21740580895454545,0.00043189898875610824
