code,pick_count,mean_true,positive_rate,mean_log_amount,mean_avg_amount_20,mean_turnover_rate,mean_avg_turnover_20,mean_amplitude,mean_avg_amplitude_20,mean_ret_20,mean_ret_60,mean_vol_20,mean_vol_60,mean_market_cc_mean,mean_market_amount_top10_share
SH600734,63,0.015813577333333335,0.42857142857142855,17.09669497774162,51614123.58412699,3.586507936507936,3.808436507936508,20.986190476190476,19.722539682539683,-0.26225469259513473,-0.7059404408521156,0.14487513123571247,0.1405828302645589,0.0014225545932560497,0.7501204482114776
SH600744,38,0.04628804997368421,0.6052631578947368,17.243760740880592,55563404.784210525,2.811578947368421,2.4045921052631574,20.745789473684212,18.423552631578946,0.23099862347956993,0.1658719468616694,0.1295899873289943,0.11813018563199335,0.0024306627876752775,0.7790225408048213
SZ000509,26,0.03436227119230769,0.4230769230769231,17.13462630400664,28323458.325000003,3.076923076923077,2.5178461538461536,19.71076923076923,15.922846153846155,0.12505204470400708,-0.7062102667903548,0.1563673301903867,0.12021722007632649,-0.0003674017902435268,0.7486440375930775
SZ000670,18,0.021445083055555553,0.5555555555555556,17.33109579439252,29880051.241666667,3.046111111111111,2.5476666666666667,18.048333333333332,12.522611111111111,-0.07753789164531548,-0.2849949171336358,0.11684187201581143,0.08678333617096304,0.0022894347803403482,0.7618912806239732
SZ000816,15,-0.0039145182,0.4,17.796158322188607,96123878.70333333,6.826,2.681766666666667,14.479333333333333,9.806166666666666,1.2395334217615155,1.2298798088965124,0.07587026997986245,0.07697248706191404,-0.004363428987429789,0.7674557228526137
SH600634,5,-0.0383646508,0.2,16.416443685563426,20390234.77,1.496,2.0788,7.634,8.868,0.12605318923164902,0.26343774829566347,0.05962249427640446,0.05376181606213389,-0.0007447288908249033,0.7440630030339972
SH600609,4,-0.02178257885,0.25,18.42610823122256,69384470.73750001,1.7425,1.078875,10.7175,6.8069999999999995,-0.3012611278530553,-0.3911029688366625,0.04614012519926515,0.044227950674635794,-0.006091567196953985,0.7945884948145676
SZ000995,4,-0.04537870175,0.25,20.991699274640105,235686690.89999998,22.005,6.30075,10.9625,8.64125,6.1547990722080215,7.563786312176496,0.6989464558365108,0.40646100105285127,-0.0007409567314461902,0.7973014061192094
SZ002890,4,0.0010067564999999981,0.25,18.587616864710824,80195280.15,8.5975,4.4515,7.505,6.663875,-0.2759198852028725,-0.055492723539015326,0.043866158694749476,0.04292316945579859,-0.002838474172870138,0.7756869187964212
SH600145,3,-0.050159797,0.0,12.49815256960035,153070706.33333334,0.01,5.491666666666667,0.0,4.020333333333333,0.36568521396793124,0.8623235493763985,0.10571914513768384,0.06468197168008688,0.011134796514435977,0.7778634542835602
SH600146,3,0.04246263,0.6666666666666666,19.219574453581448,206484013.88333333,12.016666666666666,8.668666666666667,8.290000000000001,6.450833333333333,-0.5661423674127849,-0.7118071710793545,0.05164186441736973,0.05314280422250837,-0.0025687535798274946,0.7402285810164799
SH600610,3,0.016485889833333333,0.3333333333333333,17.69714839373786,40932101.68333334,4.883333333333334,2.7225,25.28,8.515333333333333,0.24603030073133217,1.7709986587743696,0.12006429138314491,0.07569098276946325,0.003375831648641827,0.7480473286374726
SH600654,3,-0.005754150999999995,0.6666666666666666,15.639057220916918,20994625.650000002,0.6933333333333334,1.6500000000000001,1.6066666666666667,8.7455,1.088653985149736,1.3367746277673873,0.059700887896169515,0.0712249639692968,0.0013674182800232197,0.7290307827043175
SZ000760,3,-0.09413661333333334,0.0,16.45648300965302,20907117.833333332,2.776666666666667,2.372333333333333,8.63,8.435833333333333,-0.21527728984924752,0.22204830398955852,0.08124459249216005,0.06586938350023319,0.012324179935218118,0.7344493365472381
SZ002529,3,0.069690684,1.0,16.46024586805922,43696223.28333333,0.81,2.9845,0.0,4.281333333333333,0.5808236478647574,0.38014127646955503,0.054930911391908276,0.04674112658313837,-0.00353356225169427,0.7300485501062702
SH600122,2,0.083658035,0.5,17.190890548368486,27644158.525,2.34,1.73175,9.16,7.31875,-0.5767614913572592,-0.7013768308038969,0.0687847860337105,0.06161507196220473,-0.0043709602371011375,0.7508659322628504
SH600156,2,-0.09940828650000001,0.0,18.88981055815912,136901136.825,10.43,6.148750000000001,9.985,9.9655,0.19500165041466677,0.4188224623393012,0.08800091959478998,0.070719890752562,-0.005970788789189785,0.7467023134025691
SH600518,2,-0.042422814999999996,0.5,15.592804455197479,145420992.025,0.03,1.1975000000000002,0.0,2.3592500000000003,0.6475549074728282,0.5470786619268984,0.029987353905979203,0.027505512924422625,0.0045289082271913,0.7606444628265956
SH603557,2,0.0504978498,1.0,17.08226150534734,70199310.325,0.395,1.45025,0.0,3.681,0.43609983420710674,0.6250437039389143,0.04103561458558313,0.03648726179987172,-0.0074529430221233475,0.7718594116748205
SH603655,2,0.11788253,1.0,19.776955475444517,145161328.375,43.34,11.66325,13.33,5.70925,-0.5802120122587369,-0.3470799479890957,0.06628565455394989,0.055903495182913696,-0.0108501843649955,0.7866142778426801
