top_k,strict_mean_return,strict_cumulative_return,strict_sharpe,rollover_mean_return,rollover_cumulative_return,rollover_sharpe,rollover_positive_rate
1,0.01405106646033058,-0.27381200613784296,1.1913128741214603,0.009639657509917354,-0.6330948296934543,0.8635034240722721,0.4090909090909091
3,0.006255635605840221,1.1002068034462487,1.2127595566483709,0.01405106646033058,-0.27381200613784296,1.1913128741214603,0.45867768595041325
5,0.0018588139039338847,0.02817980610465254,0.49125309218197927,0.01405106646033058,-0.27381200613784296,1.1913128741214603,0.45867768595041325
10,0.0009472515691652886,0.016218414586963714,0.3562460510760454,0.01405106646033058,-0.27381200613784296,1.1913128741214603,0.45867768595041325
