model,fold_year,seq_len,gpu,status,return_code,log_path,metrics_path,num_days,mean_return,cumulative_return,sharpe,ic,rank_ic
DLinear,2019,20,0,unknown,,logs/market_round1/DLinear_fold2019_sl20.log,test_results/long_term_forecast_market_2019_20_DLinear_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_0/market_metrics.txt,243,0.012466927990317345,0.9008930921554565,1.249004332989463,0.0034455691449270637,0.00854199038634028
DLinear,2019,60,1,unknown,,logs/market_round1/DLinear_fold2019_sl60.log,test_results/long_term_forecast_market_2019_60_DLinear_market_daily_ftMS_sl60_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_0/market_metrics.txt,243,0.012931027449667454,2.301582098007202,1.4177694559763196,0.0013595413174604671,0.0068370407355946
DLinear,2021,20,2,unknown,,logs/market_round1/DLinear_fold2021_sl20.log,test_results/long_term_forecast_market_2021_20_DLinear_market_daily_ftMS_sl20_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_0/market_metrics.txt,242,0.009349294938147068,-0.5666567087173462,0.8296965486713639,0.005567446712563457,0.01855600362448545
DLinear,2021,60,3,unknown,,logs/market_round1/DLinear_fold2021_sl60.log,test_results/long_term_forecast_market_2021_60_DLinear_market_daily_ftMS_sl60_ll0_pl1_dm64_nh4_el2_dl1_df128_expand2_dc4_fc3_ebtimeF_dtTrue_market_round1_0/market_metrics.txt,242,0.010568163357675076,3.5261378288269043,1.678181921118209,0.013849849996793501,0.023694965430324948
