model,years,avg_top1_mean,avg_top1_sharpe,avg_top3_mean,avg_top5_mean,avg_ic,avg_rank_ic,avg_unique,avg_max_rep,avg_debias015_top1_mean,min_top1_mean,min_top1_sharpe
iTransformer,1,0.0038052410547933886,2.235856386915097,0.0015813344618044076,0.00047238151348760326,0.0037818556657636627,0.006915845068231822,228.0,3.0,0.0037830501477685947,0.0038052410547933886,2.235856386915097
